target_chembl_id,target_name,target_organism,record_count,unique_compounds,endpoint_types,dominant_endpoint,dominant_endpoint_record_count,dominant_endpoint_unique_compounds,endpoint_homogeneity,doi_count,dominant_endpoint_doi_count,year_min,year_max,pactivity_min,pactivity_max,pactivity_range,dominant_endpoint_pactivity_min,dominant_endpoint_pactivity_max,dominant_endpoint_pactivity_range,readiness_tier,ready_compound_count_pass,ready_endpoint_homogeneity_pass,ready_activity_range_pass,ready_doi_diversity_pass,curatable_compound_count_pass,curatable_endpoint_homogeneity_pass,curatable_activity_range_pass,curatable_doi_diversity_pass,target_family,organism_group,uniprot_accession,ready_criteria_pass_count,curatable_criteria_pass_count
CHEMBL1741179,DNA dC->dU-editing enzyme APOBEC-3A,Homo sapiens,10,8,IC50,IC50,10,8,1.0,0,0,,,4.3,5.61,1.3100000000000005,4.3,5.61,1.3100000000000005,Not Suitable,0,1,0,0,0,1,0,0,Other enzymes,Human,Q9UH18,1,1
CHEMBL2073709,Monocarboxylate transporter 1,Rattus norvegicus,13,8,IC50,IC50,13,8,1.0,1,1,2016.0,2016.0,6.04,7.32,1.2800000000000002,6.04,7.32,1.2800000000000002,Not Suitable,0,1,0,0,0,1,0,0,Ion channels and transporters,Non-human,P53987,1,1
CHEMBL3564,"DNA polymerase I, thermostable",Thermus aquaticus,8,8,IC50,IC50,8,8,1.0,2,2,2010.0,2014.0,4.23,5.4,1.17,4.23,5.4,1.17,Not Suitable,0,1,0,0,0,1,0,0,Other enzymes,Non-human,P19821,1,1
CHEMBL1293311,Envelope glycoprotein gp160,Human immunodeficiency virus 1,8,8,IC50,IC50,8,8,1.0,0,0,,,4.38,4.94,0.5600000000000005,4.38,4.94,0.5600000000000005,Not Suitable,0,1,0,0,0,1,0,0,Other/unclassified,Non-human,Q6QLK5,1,1
CHEMBL6174,Cytochrome c oxidase subunit 2,Homo sapiens,8,8,IC50,IC50,8,8,1.0,1,1,2022.0,2022.0,5.07,5.07,0.0,5.07,5.07,0.0,Not Suitable,0,1,0,0,0,1,0,0,Other enzymes,Human,Q37526,1,1
CHEMBL3253,Albumin,Homo sapiens,9,8,Kd; Ki,Kd,7,7,0.7777777777777778,3,2,2019.0,2024.0,4.5,7.52,3.02,4.5,7.52,3.02,Not Suitable,0,0,1,0,0,1,1,1,Other/unclassified,Human,P02768,1,3
CHEMBL3579,Retinaldehyde dehydrogenase 3,Homo sapiens,8,8,AC50; IC50,IC50,6,6,0.75,1,1,2017.0,2017.0,4.46,6.77,2.31,4.85,6.77,1.92,Not Suitable,0,0,0,0,0,1,1,0,Other enzymes,Human,Q6NT64,0,2
CHEMBL3314,Chymotrypsinogen A,Bos taurus,7,7,Ki,Ki,7,7,1.0,1,1,1996.0,1996.0,4.23,6.6,2.369999999999999,4.23,6.6,2.369999999999999,Not Suitable,0,1,0,0,0,1,1,0,Proteases,Non-human,P00766,1,2
CHEMBL1787,3-oxo-5-alpha-steroid 4-dehydrogenase 1,Homo sapiens,7,7,IC50,IC50,7,7,1.0,1,1,2001.0,2001.0,4.3,6.31,2.01,4.3,6.31,2.01,Not Suitable,0,1,0,0,0,1,1,0,Other enzymes,Human,Q9UP37,1,2
CHEMBL3569,Squalene--hopene cyclase,Alicyclobacillus acidocaldarius subsp. acidocaldarius (strain ATCC27009 / DSM 446 / 104-1A) (Bacillus acidocaldarius),7,7,IC50,IC50,7,7,1.0,1,1,2004.0,2004.0,4.0,5.82,1.8200000000000005,4.0,5.82,1.8200000000000005,Not Suitable,0,1,0,0,0,1,1,0,Other enzymes,Non-human,P33247,1,2
CHEMBL1795093,Apoptotic protease-activating factor 1,Homo sapiens,8,7,IC50,IC50,8,7,1.0,0,0,,,4.05,5.51,1.46,4.05,5.51,1.46,Not Suitable,0,1,0,0,0,1,0,0,Proteases,Human,Q9UNC9,1,1
CHEMBL1741217,DNA dC->dU-editing enzyme APOBEC-3G,Homo sapiens,8,7,IC50,IC50,8,7,1.0,0,0,,,4.29,5.63,1.34,4.29,5.63,1.34,Not Suitable,0,1,0,0,0,1,0,0,Other enzymes,Human,Q9HC16,1,1
CHEMBL4143,Calpain-2 catalytic subunit,Sus scrofa,7,7,IC50,IC50,7,7,1.0,0,0,,,4.31,5.51,1.2000000000000002,4.31,5.51,1.2000000000000002,Not Suitable,0,1,0,0,0,1,0,0,Proteases,Non-human,P43367,1,1
CHEMBL1641359,Lipoxygenase,Glycine max,7,7,IC50,IC50,7,7,1.0,2,2,2014.0,2018.0,4.09,5.2,1.1100000000000003,4.09,5.2,1.1100000000000003,Not Suitable,0,1,0,0,0,1,0,0,Other enzymes,Non-human,Q39829,1,1
CHEMBL5469,Protein-tyrosine kinase 2-beta,Homo sapiens,8,7,IC50,IC50,8,7,1.0,0,0,,,4.9,5.88,0.9799999999999996,4.9,5.88,0.9799999999999996,Not Suitable,0,1,0,0,0,1,0,0,Kinases,Human,Q14289,1,1
CHEMBL1615382,Nuclear receptor coactivator 3,Homo sapiens,7,7,IC50,IC50,7,7,1.0,0,0,,,4.64,5.44,0.8000000000000007,4.64,5.44,0.8000000000000007,Not Suitable,0,1,0,0,0,1,0,0,Nuclear receptors,Human,Q9Y6Q9,1,1
CHEMBL280,Collagenase 3,Homo sapiens,7,7,IC50,IC50,7,7,1.0,1,1,2012.0,2012.0,4.85,5.58,0.7300000000000004,4.85,5.58,0.7300000000000004,Not Suitable,0,1,0,0,0,1,0,0,Proteases,Human,Q6NWN6,1,1
CHEMBL5804,Toll-like receptor 9,Homo sapiens,7,7,IC50,IC50,7,7,1.0,0,0,,,4.88,5.47,0.5899999999999999,4.88,5.47,0.5899999999999999,Not Suitable,0,1,0,0,0,1,0,0,Other/unclassified,Human,Q9NYC3,1,1
CHEMBL4218,Tegument protein VP16,Herpes simplex virus (type 1 / strain 17),7,7,IC50,IC50,7,7,1.0,0,0,,,4.54,4.89,0.3499999999999996,4.54,4.89,0.3499999999999996,Not Suitable,0,1,0,0,0,1,0,0,Other/unclassified,Non-human,Q09I86,1,1
CHEMBL2034,Glucocorticoid receptor,Homo sapiens,8,7,AC50; IC50,IC50,7,6,0.875,4,3,1999.0,2023.0,4.7,6.47,1.7699999999999996,5.0,6.47,1.4699999999999998,Not Suitable,0,1,0,0,0,1,0,1,Nuclear receptors,Human,Q6N0A4,1,2
CHEMBL3167,Serum paraoxonase/arylesterase 1,Homo sapiens,8,7,IC50; Ki,IC50,7,7,0.875,2,2,2016.0,2022.0,4.4,5.62,1.2199999999999998,4.4,5.52,1.1199999999999992,Not Suitable,0,1,0,0,0,1,0,0,Other enzymes,Human,Q9UCB1,1,1
CHEMBL1741171,Protein RecA,Mycobacterium tuberculosis,8,7,AC50; EC50,EC50,7,7,0.875,0,0,,,4.92,5.81,0.8899999999999997,4.92,5.81,0.8899999999999997,Not Suitable,0,1,0,0,0,1,0,0,Other/unclassified,Non-human,P9WHJ3,1,1
CHEMBL321,Matrix metalloproteinase-9,Homo sapiens,7,7,IC50; Ki,IC50,6,6,0.8571428571428571,3,2,1999.0,2010.0,4.61,6.96,2.35,4.61,5.85,1.239999999999999,Not Suitable,0,1,0,0,0,1,0,1,Proteases,Human,Q9UDK2,1,2
CHEMBL3880,Heat shock protein HSP 90-alpha,Homo sapiens,7,7,AC50; IC50,AC50,6,6,0.8571428571428571,0,0,,,5.11,6.32,1.21,5.11,6.32,1.21,Not Suitable,0,1,0,0,0,1,0,0,Other/unclassified,Human,P07900,1,1
CHEMBL1945,Melatonin receptor type 1A,Homo sapiens,10,7,EC50; Ki,Ki,8,7,0.8,3,3,2015.0,2022.0,5.28,9.35,4.069999999999999,5.28,8.74,3.46,Not Suitable,0,1,1,0,0,1,1,1,G protein-coupled receptors,Human,P48039,2,3
CHEMBL1250379,ELAV-like protein 1,Homo sapiens,25,7,IC50; Ki,IC50,13,7,0.52,1,1,2017.0,2017.0,4.38,6.46,2.08,4.38,5.62,1.2400000000000002,Not Suitable,0,0,0,0,0,0,0,0,Other/unclassified,Human,Q9BTT1,0,0
CHEMBL229,Alpha-1A adrenergic receptor,Homo sapiens,11,7,AC50; IC50; Kd; Ki,Ki,5,5,0.4545454545454545,4,2,2013.0,2023.0,5.0,9.52,4.52,5.59,9.52,3.93,Not Suitable,0,0,1,0,0,0,1,1,G protein-coupled receptors,Human,Q9UD67,1,2
CHEMBL1899,5-hydroxytryptamine receptor 3A,Homo sapiens,6,6,Ki,Ki,6,6,1.0,1,1,2012.0,2012.0,5.89,8.72,2.830000000000001,5.89,8.72,2.830000000000001,Not Suitable,0,1,1,0,0,1,1,0,G protein-coupled receptors,Human,Q9BSZ9,2,2
CHEMBL4471,Prothrombin,Bos taurus,6,6,IC50,IC50,6,6,1.0,1,1,1980.0,1980.0,4.04,6.0,1.96,4.04,6.0,1.96,Not Suitable,0,1,0,0,0,1,1,0,Proteases,Non-human,Q3MHK7,1,2
CHEMBL3230,Sphingosine 1-phosphate receptor 4,Homo sapiens,6,6,EC50,EC50,6,6,1.0,0,0,,,4.43,6.11,1.6800000000000006,4.43,6.11,1.6800000000000006,Not Suitable,0,1,0,0,0,1,1,0,G protein-coupled receptors,Human,O95977,1,2
CHEMBL5957,5'-nucleotidase,Homo sapiens,6,6,IC50,IC50,6,6,1.0,3,3,2021.0,2024.0,5.33,6.8,1.4699999999999998,5.33,6.8,1.4699999999999998,Not Suitable,0,1,0,0,0,1,0,1,Other/unclassified,Human,Q5W116,1,2
CHEMBL2243,Fatty-acid amide hydrolase 1,Homo sapiens,6,6,IC50,IC50,6,6,1.0,2,2,2012.0,2024.0,4.83,6.29,1.46,4.83,6.29,1.46,Not Suitable,0,1,0,0,0,1,0,0,Other enzymes,Human,Q5TDF8,1,1
CHEMBL1741221,Cysteine protease ATG4B,Homo sapiens,7,6,IC50,IC50,7,6,1.0,3,3,2016.0,2021.0,4.69,6.06,1.3699999999999992,4.69,6.06,1.3699999999999992,Not Suitable,0,1,0,0,0,1,0,1,Proteases,Human,Q9Y4P1,1,2
CHEMBL3308,Caspase-6,Homo sapiens,6,6,AC50,AC50,6,6,1.0,0,0,,,4.66,5.86,1.2000000000000002,4.66,5.86,1.2000000000000002,Not Suitable,0,1,0,0,0,1,0,0,Proteases,Human,Q9BQE7,1,1
CHEMBL1741192,Replicative DNA helicase DnaB,Mycobacterium tuberculosis,9,6,AC50,AC50,9,6,1.0,0,0,,,4.43,5.58,1.1500000000000004,4.43,5.58,1.1500000000000004,Not Suitable,0,1,0,0,0,1,0,0,Other enzymes,Non-human,P9WMR3,1,1
CHEMBL2443,Kallikrein-7,Homo sapiens,6,6,EC50,EC50,6,6,1.0,0,0,,,4.16,5.29,1.13,4.16,5.29,1.13,Not Suitable,0,1,0,0,0,1,0,0,Proteases,Human,Q8NFV7,1,1
CHEMBL1795086,HSP90,Plasmodium falciparum 3D7,6,6,AC50,AC50,6,6,1.0,0,0,,,5.08,6.13,1.0499999999999998,5.08,6.13,1.0499999999999998,Not Suitable,0,1,0,0,0,1,0,0,Other/unclassified,Non-human,Q8IL32,1,1
CHEMBL262,Glycogen synthase kinase-3 beta,Homo sapiens,6,6,IC50,IC50,6,6,1.0,3,3,2006.0,2023.0,5.12,6.1,0.9799999999999996,5.12,6.1,0.9799999999999996,Not Suitable,0,1,0,0,0,1,0,1,Kinases,Human,P49841,1,2
CHEMBL326,Alpha-1D adrenergic receptor,Rattus norvegicus,6,6,IC50,IC50,6,6,1.0,1,1,2006.0,2006.0,4.02,4.98,0.9600000000000009,4.02,4.98,0.9600000000000009,Not Suitable,0,1,0,0,0,1,0,0,G protein-coupled receptors,Non-human,Q71UM4,1,1
CHEMBL2808,Oxysterols receptor LXR-alpha,Homo sapiens,7,6,EC50,EC50,7,6,1.0,2,2,2015.0,2015.0,4.96,5.82,0.8600000000000003,4.96,5.82,0.8600000000000003,Not Suitable,0,1,0,0,0,1,0,0,Nuclear receptors,Human,Q96H87,1,1
CHEMBL4374,Photoreceptor-specific nuclear receptor,Homo sapiens,6,6,IC50,IC50,6,6,1.0,0,0,,,5.12,5.64,0.5199999999999996,5.12,5.64,0.5199999999999996,Not Suitable,0,1,0,0,0,1,0,0,Nuclear receptors,Human,Q9Y5X4,1,1
CHEMBL2842,Serine/threonine-protein kinase mTOR,Homo sapiens,6,6,IC50,IC50,6,6,1.0,2,2,2014.0,2019.0,5.03,5.13,0.0999999999999996,5.03,5.13,0.0999999999999996,Not Suitable,0,1,0,0,0,1,0,0,Kinases,Human,Q9Y4I3,1,1
CHEMBL1293266,Nucleotide-binding oligomerization domain-containing protein 2,Homo sapiens,7,6,EC50; IC50,EC50,6,6,0.8571428571428571,0,0,,,4.9,5.53,0.6299999999999999,4.9,5.53,0.6299999999999999,Not Suitable,0,1,0,0,0,1,0,0,Other/unclassified,Human,Q9HC29,1,1
CHEMBL3629,Casein kinase II subunit alpha,Homo sapiens,7,6,IC50; Ki,Ki,5,5,0.7142857142857143,3,1,2009.0,2019.0,5.1,8.15,3.0500000000000007,5.12,8.15,3.03,Not Suitable,0,0,1,0,0,1,1,1,Kinases,Human,P68400,1,3
CHEMBL313,Sodium-dependent serotonin transporter,Rattus norvegicus,6,6,IC50; Ki,IC50,4,4,0.6666666666666666,3,2,2004.0,2016.0,5.82,9.15,3.33,8.0,9.15,1.1500000000000004,Not Suitable,0,0,0,0,0,1,0,1,Ion channels and transporters,Non-human,P31652,0,2
CHEMBL258,Tyrosine-protein kinase Lck,Homo sapiens,7,6,IC50; Kd,IC50,4,4,0.5714285714285714,3,2,1999.0,2002.0,4.66,7.46,2.8,4.66,7.09,2.43,Not Suitable,0,0,0,0,0,0,1,1,Kinases,Human,P06239,0,2
CHEMBL3717,Hepatocyte growth factor receptor,Homo sapiens,5,5,IC50,IC50,5,5,1.0,3,3,2012.0,2018.0,4.0,7.52,3.52,4.0,7.52,3.52,Not Suitable,0,1,1,0,0,1,1,1,Kinases,Human,P08581,2,3
CHEMBL3199,Acetylcholinesterase,Rattus norvegicus,7,5,IC50,IC50,7,5,1.0,3,3,1998.0,2017.0,6.44,8.82,2.38,6.44,8.82,2.38,Not Suitable,0,1,0,0,0,1,1,1,Cholinesterases,Non-human,P37136,1,3
CHEMBL3785,Hydroxycarboxylic acid receptor 2,Homo sapiens,14,5,EC50,EC50,14,5,1.0,1,1,2018.0,2018.0,5.77,7.97,2.2,5.77,7.97,2.2,Not Suitable,0,1,0,0,0,1,1,0,G protein-coupled receptors,Human,Q8TDS4,1,2
CHEMBL1293229,Nuclear receptor subfamily 4immunitygroup A member 1,Homo sapiens,5,5,IC50,IC50,5,5,1.0,0,0,,,4.21,6.31,2.1,4.21,6.31,2.1,Not Suitable,0,1,0,0,0,1,1,0,Nuclear receptors,Human,Q6IBU8,1,2
CHEMBL1741207,Sentrin-specific protease 8,Homo sapiens,6,5,IC50,IC50,6,5,1.0,0,0,,,4.49,6.22,1.7299999999999995,4.49,6.22,1.7299999999999995,Not Suitable,0,1,0,0,0,1,1,0,Proteases,Human,Q96QA4,1,2
CHEMBL4804,M-phase inducer phosphatase 2,Homo sapiens,6,5,IC50,IC50,6,5,1.0,3,3,2013.0,2020.0,4.34,6.05,1.71,4.34,6.05,1.71,Not Suitable,0,1,0,0,0,1,1,1,Other enzymes,Human,Q9BRA6,1,3
CHEMBL2362980,Paired box protein Pax-8,Homo sapiens,7,5,AC50,AC50,7,5,1.0,0,0,,,4.37,5.97,1.5999999999999996,4.37,5.97,1.5999999999999996,Not Suitable,0,1,0,0,0,1,1,0,Other/unclassified,Human,Q96J49,1,2
CHEMBL3081,Aldo-keto reductase family 1 member B1,Bos taurus,5,5,IC50,IC50,5,5,1.0,1,1,2018.0,2018.0,5.47,6.96,1.4900000000000002,5.47,6.96,1.4900000000000002,Not Suitable,0,1,0,0,0,1,0,0,Other enzymes,Non-human,Q5E962,1,1
CHEMBL1741213,Sentrin-specific protease 7,Homo sapiens,5,5,IC50,IC50,5,5,1.0,0,0,,,4.54,6.02,1.4799999999999995,4.54,6.02,1.4799999999999995,Not Suitable,0,1,0,0,0,1,0,0,Proteases,Human,Q9HBT5,1,1
CHEMBL1741215,Sentrin-specific protease 6,Homo sapiens,5,5,IC50,IC50,5,5,1.0,0,0,,,4.5,5.9,1.4000000000000004,4.5,5.9,1.4000000000000004,Not Suitable,0,1,0,0,0,1,0,0,Proteases,Human,Q9UJV5,1,1
CHEMBL3108645,Histone-lysine N-methyltransferase NSD2,Homo sapiens,5,5,AC50,AC50,5,5,1.0,0,0,,,4.99,6.18,1.1899999999999995,4.99,6.18,1.1899999999999995,Not Suitable,0,1,0,0,0,1,0,0,Other enzymes,Human,Q9UPR2,1,1
CHEMBL1293319,Zinc finger protein mex-5,Caenorhabditis elegans,5,5,EC50,EC50,5,5,1.0,0,0,,,4.2,5.26,1.0599999999999996,4.2,5.26,1.0599999999999996,Not Suitable,0,1,0,0,0,1,0,0,Other/unclassified,Non-human,Q9XUB2,1,1
CHEMBL1293240,Plectin,Homo sapiens,8,5,IC50,IC50,8,5,1.0,0,0,,,4.6,5.62,1.0200000000000005,4.6,5.62,1.0200000000000005,Not Suitable,0,1,0,0,0,1,0,0,Other/unclassified,Human,Q6S383,1,1
CHEMBL4512,Fatty acid synthase,Plasmodium falciparum,5,5,IC50,IC50,5,5,1.0,1,1,2013.0,2013.0,4.05,5.0,0.9500000000000002,4.05,5.0,0.9500000000000002,Not Suitable,0,1,0,0,0,1,0,0,Other enzymes,Non-human,Q965D7,1,1
CHEMBL210,Beta-2 adrenergic receptor,Homo sapiens,5,5,Kd,Kd,5,5,1.0,1,1,2023.0,2023.0,5.18,5.94,0.7600000000000007,5.18,5.94,0.7600000000000007,Not Suitable,0,1,0,0,0,1,0,0,G protein-coupled receptors,Human,P07550,1,1
CHEMBL1741185,CAAX prenyl protease 1,Saccharomyces cerevisiae S288c,5,5,AC50,AC50,5,5,1.0,0,0,,,4.9,5.54,0.6399999999999997,4.9,5.54,0.6399999999999997,Not Suitable,0,1,0,0,0,1,0,0,Proteases,Non-human,P47154,1,1
CHEMBL1741180,Mitochondrial import inner membrane translocase subunit TIM23,Saccharomyces cerevisiae S288c,5,5,IC50,IC50,5,5,1.0,0,0,,,4.83,5.4,0.5700000000000003,4.83,5.4,0.5700000000000003,Not Suitable,0,1,0,0,0,1,0,0,Other/unclassified,Non-human,P32897,1,1
CHEMBL1615387,Nuclear receptor coactivator 1,Homo sapiens,5,5,IC50,IC50,5,5,1.0,0,0,,,4.66,5.05,0.3899999999999997,4.66,5.05,0.3899999999999997,Not Suitable,0,1,0,0,0,1,0,0,Nuclear receptors,Human,Q15788,1,1
CHEMBL2384898,N-arachidonyl glycine receptor,Homo sapiens,5,5,IC50,IC50,5,5,1.0,1,1,2013.0,2013.0,4.8,5.09,0.29,4.8,5.09,0.29,Not Suitable,0,1,0,0,0,1,0,0,Other/unclassified,Human,Q9H2L2,1,1
CHEMBL3596075,"Beta-galactoside alpha-2,6-sialyltransferase 1",Homo sapiens,5,5,IC50,IC50,5,5,1.0,1,1,2021.0,2021.0,5.24,5.34,0.0999999999999996,5.24,5.34,0.0999999999999996,Not Suitable,0,1,0,0,0,1,0,0,Other enzymes,Human,P15907,1,1
CHEMBL3318,Tyrosinase,Agaricus bisporus,7,5,EC50; IC50; Ki,IC50,5,4,0.7142857142857143,5,4,2016.0,2021.0,4.83,8.34,3.51,5.05,8.34,3.29,Not Suitable,0,0,1,1,0,1,1,1,Other enzymes,Non-human,Q12543,2,3
CHEMBL4235,11-beta-hydroxysteroid dehydrogenase 1,Homo sapiens,10,5,IC50; Ki,Ki,5,5,0.5,1,1,2011.0,2011.0,5.71,6.84,1.13,6.04,6.84,0.7999999999999998,Not Suitable,0,0,0,0,0,0,0,0,Other enzymes,Human,P28845,0,0
CHEMBL5475,Galectin-8,Homo sapiens,5,4,Kd,Kd,5,4,1.0,2,2,2016.0,2023.0,4.08,5.7,1.62,4.08,5.7,1.62,Not Suitable,0,1,0,0,0,1,1,0,Other/unclassified,Human,Q9UP34,1,2
CHEMBL1741163,ORF 73,Human herpesvirus 8,4,4,AC50,AC50,4,4,1.0,0,0,,,4.72,6.26,1.54,4.72,6.26,1.54,Not Suitable,0,1,0,0,0,1,1,0,Other/unclassified,Non-human,O40947,1,2
CHEMBL1929,Xanthine dehydrogenase/oxidase,Homo sapiens,5,4,IC50,IC50,5,4,1.0,5,5,2007.0,2023.0,5.08,6.23,1.1500000000000004,5.08,6.23,1.1500000000000004,Not Suitable,0,1,0,1,0,1,0,1,Other enzymes,Human,Q4PJ16,2,2
CHEMBL4426,Phospholipase A2,Homo sapiens,4,4,IC50,IC50,4,4,1.0,0,0,,,4.87,6.01,1.1399999999999997,4.87,6.01,1.1399999999999997,Not Suitable,0,1,0,0,0,1,0,0,Other/unclassified,Human,Q3KPI1,1,1
CHEMBL3807,Tyrosine-protein phosphatase non-receptor type 2,Homo sapiens,4,4,IC50,IC50,4,4,1.0,2,2,2019.0,2020.0,4.77,5.89,1.12,4.77,5.89,1.12,Not Suitable,0,1,0,0,0,1,0,0,Other enzymes,Human,Q96HR2,1,1
CHEMBL1741194,Mitochondrial import inner membrane translocase subunit TIM10,Saccharomyces cerevisiae S288c,4,4,IC50,IC50,4,4,1.0,0,0,,,4.49,5.47,0.9799999999999996,4.49,5.47,0.9799999999999996,Not Suitable,0,1,0,0,0,1,0,0,Other/unclassified,Non-human,P87108,1,1
CHEMBL1293304,RNA-binding protein pos-1,Caenorhabditis elegans,4,4,EC50,EC50,4,4,1.0,0,0,,,4.12,5.09,0.9699999999999998,4.12,5.09,0.9699999999999998,Not Suitable,0,1,0,0,0,1,0,0,Other/unclassified,Non-human,G5EF15,1,1
CHEMBL3151,Intestinal-type alkaline phosphatase,Mus musculus,5,4,IC50,IC50,5,4,1.0,0,0,,,4.89,5.82,0.9300000000000006,4.89,5.82,0.9300000000000006,Not Suitable,0,1,0,0,0,1,0,0,Other enzymes,Non-human,P24822,1,1
CHEMBL1795089,Latent membrane protein 1,Human herpesvirus 4 (strain B95-8),4,4,AC50,AC50,4,4,1.0,0,0,,,4.19,5.03,0.8399999999999999,4.19,5.03,0.8399999999999999,Not Suitable,0,1,0,0,0,1,0,0,Other/unclassified,Non-human,Q777A4,1,1
CHEMBL1293274,Eukaryotic translation initiation factor 4H,Homo sapiens,4,4,IC50,IC50,4,4,1.0,0,0,,,4.37,5.14,0.7699999999999996,4.37,5.14,0.7699999999999996,Not Suitable,0,1,0,0,0,1,0,0,Other/unclassified,Human,Q15056,1,1
CHEMBL2007629,26S proteasome non-ATPase regulatory subunit 14,Homo sapiens,4,4,IC50,IC50,4,4,1.0,0,0,,,4.24,5.0,0.7599999999999998,4.24,5.0,0.7599999999999998,Not Suitable,0,1,0,0,0,1,0,0,Proteases,Human,O00487,1,1
CHEMBL2392,DNA polymerase beta,Homo sapiens,5,4,IC50,IC50,5,4,1.0,2,2,2008.0,2017.0,4.02,4.65,0.6300000000000008,4.02,4.65,0.6300000000000008,Not Suitable,0,1,0,0,0,1,0,0,Other enzymes,Human,P06746,1,1
CHEMBL5643,DnaC helicase,Staphylococcus aureus,4,4,IC50,IC50,4,4,1.0,1,1,2009.0,2009.0,4.19,4.82,0.6299999999999999,4.19,4.82,0.6299999999999999,Not Suitable,0,1,0,0,0,1,0,0,Other enzymes,Non-human,Q9AQH7,1,1
CHEMBL5511,Dual specificity protein phosphatase 6,Rattus norvegicus,4,4,IC50,IC50,4,4,1.0,0,0,,,4.1,4.62,0.5200000000000005,4.1,4.62,0.5200000000000005,Not Suitable,0,1,0,0,0,1,0,0,Other enzymes,Non-human,Q64346,1,1
CHEMBL5422,Protein disulfide-isomerase,Homo sapiens,4,4,AC50,AC50,4,4,1.0,0,0,,,4.71,5.17,0.4599999999999999,4.71,5.17,0.4599999999999999,Not Suitable,0,1,0,0,0,1,0,0,Other enzymes,Human,Q6LDE5,1,1
CHEMBL1293222,Nucleotide-binding oligomerization domain-containing protein 1,Homo sapiens,4,4,IC50,IC50,4,4,1.0,0,0,,,5.18,5.5,0.3200000000000003,5.18,5.5,0.3200000000000003,Not Suitable,0,1,0,0,0,1,0,0,Other/unclassified,Human,Q9Y239,1,1
CHEMBL3308960,Alpha-amylase,Sus scrofa domesticus,4,4,IC50,IC50,4,4,1.0,1,1,2024.0,2024.0,4.11,4.43,0.3199999999999994,4.11,4.43,0.3199999999999994,Not Suitable,0,1,0,0,0,1,0,0,Other enzymes,Non-human,Q7M328,1,1
CHEMBL1994,Mineralocorticoid receptor,Homo sapiens,4,4,IC50,IC50,4,4,1.0,1,1,1999.0,1999.0,5.52,5.82,0.3000000000000007,5.52,5.82,0.3000000000000007,Not Suitable,0,1,0,0,0,1,0,0,Nuclear receptors,Human,Q96KQ9,1,1
CHEMBL4198,E3 ubiquitin-protein ligase XIAP,Homo sapiens,4,4,IC50,IC50,4,4,1.0,0,0,2016.0,2018.0,6.39,6.67,0.2800000000000002,6.39,6.67,0.2800000000000002,Not Suitable,0,1,0,0,0,1,0,0,Other enzymes,Human,Q9NQ14,1,1
CHEMBL6152,Alpha-synuclein,Homo sapiens,4,4,IC50,IC50,4,4,1.0,1,1,2024.0,2024.0,5.99,6.2,0.2099999999999999,5.99,6.2,0.2099999999999999,Not Suitable,0,1,0,0,0,1,0,0,Other/unclassified,Human,P37840,1,1
CHEMBL5287,Hepatic sodium/bile acid cotransporter,Homo sapiens,4,4,IC50,IC50,4,4,1.0,1,1,2022.0,2022.0,4.75,4.9,0.1500000000000003,4.75,4.9,0.1500000000000003,Not Suitable,0,1,0,0,0,1,0,0,Ion channels and transporters,Human,Q2TU29,1,1
CHEMBL5131,Trypanothione reductase,Trypanosoma cruzi,5,4,IC50; Ki,Ki,4,4,0.8,2,2,2000.0,2017.0,4.65,6.25,1.5999999999999996,4.65,6.25,1.5999999999999996,Not Suitable,0,1,0,0,0,1,1,0,Other enzymes,Non-human,P28593,1,2
CHEMBL2828,Casein kinase I isoform delta,Homo sapiens,4,4,IC50; Ki,IC50,3,3,0.75,1,1,2023.0,2023.0,5.2,5.82,0.6200000000000001,5.41,5.82,0.4100000000000001,Not Suitable,0,0,0,0,0,1,0,0,Kinases,Human,Q9BTN5,0,1
CHEMBL6101,Signal transducer and activator of transcription 1-alpha/beta,Homo sapiens,5,4,EC50; IC50,EC50,3,3,0.6,0,0,,,4.5,5.37,0.8700000000000001,4.5,5.37,0.8700000000000001,Not Suitable,0,0,0,0,0,1,0,0,Other/unclassified,Human,Q9UDL5,0,1
CHEMBL2309,Potassium voltage-gated channel subfamily A member 1,Homo sapiens,5,4,EC50; IC50; Kd,EC50,3,3,0.6,2,0,1998.0,2017.0,4.25,7.19,2.9400000000000004,6.76,7.19,0.4300000000000006,Not Suitable,0,0,0,0,0,1,0,0,Ion channels and transporters,Human,Q3MIQ9,0,1
CHEMBL1741200,Hexokinase HKDC1,Homo sapiens,5,4,EC50; IC50,EC50,3,3,0.6,0,0,,,4.26,4.87,0.6100000000000003,4.47,4.87,0.4000000000000003,Not Suitable,0,0,0,0,0,1,0,0,Kinases,Human,Q9H5Y9,0,1
CHEMBL2086,Potassium voltage-gated channel subfamily A member 2,Homo sapiens,5,4,EC50; IC50; Kd,Kd,3,3,0.6,2,1,1998.0,2017.0,4.39,6.6,2.21,4.39,4.75,0.3600000000000003,Not Suitable,0,0,0,0,0,1,0,0,Ion channels and transporters,Human,Q86XG6,0,1
CHEMBL2061,Retinoic acid receptor RXR-alpha,Homo sapiens,12,4,EC50; IC50; Kd; Ki,Kd,7,3,0.5833333333333334,5,4,2014.0,2023.0,4.68,7.66,2.9800000000000004,4.88,6.93,2.05,Not Suitable,0,0,0,1,0,0,1,1,Nuclear receptors,Human,P19793,1,2
