molecule_chembl_id,record_count,chembl_target_degree,canonical_smiles,endpoint_types,dominant_endpoint,doi_count,year_min,year_max,pchembl_min,pchembl_max,pchembl_range,target_ids,target_names,target_organisms
CHEMBL3326711,2,2,COc1ccc2cc(C(=O)NCCCCCCCNc3c4c(nc5ccccc35)CCCC4)c(=O)oc2c1,Ki,Ki,1,2014,2014,7.26,7.46,0.2,CHEMBL1914; CHEMBL220,Cholinesterase; Acetylcholinesterase,Homo sapiens
CHEMBL3327248,2,2,COc1cc2cc(C(=O)NCCCCCCCNc3c4c(nc5ccccc35)CCCC4)c(=O)oc2cc1OC,Ki,Ki,1,2014,2014,7.04,7.43,0.39,CHEMBL1914; CHEMBL220,Cholinesterase; Acetylcholinesterase,Homo sapiens
CHEMBL3327249,2,2,O=C(NCCCCCCCNc1c2c(nc3ccccc13)CCCC2)c1cc2cc(OC(F)(F)F)ccc2oc1=O,Ki,Ki,1,2014,2014,7.11,7.4,0.29,CHEMBL1914; CHEMBL220,Cholinesterase; Acetylcholinesterase,Homo sapiens
CHEMBL3331341,2,2,Cc1nn(-c2ccccc2)c2c1c(=O)oc1ccc(Br)cc12,Ki,Ki,1,2018,2018,8.07,8.15,0.08,CHEMBL3242; CHEMBL3594,Carbonic anhydrase 12; Carbonic anhydrase 9,Homo sapiens
CHEMBL3335017,2,2,CC(c1ccc2c(c1)oc(=O)c1ccccc12)N(C)C.Cl,IC50,IC50,1,2014,2014,4.75,4.96,0.21,CHEMBL220; CHEMBL1914,Acetylcholinesterase; Cholinesterase,Homo sapiens
CHEMBL3335018,2,2,C[C@@H](c1ccc2c(c1)oc(=O)c1ccccc12)N(C)C.Cl,IC50,IC50,1,2014,2014,4.79,5.1,0.31,CHEMBL220; CHEMBL1914,Acetylcholinesterase; Cholinesterase,Homo sapiens
CHEMBL3335019,2,2,COc1cc(C(C)N(C)C)cc2oc(=O)c3ccccc3c12.Cl,IC50,IC50,1,2014,2014,4.68,5.55,0.87,CHEMBL220; CHEMBL1914,Acetylcholinesterase; Cholinesterase,Homo sapiens
CHEMBL3335020,2,2,COc1cc(C(C)N(C)C)c2c(c1)oc(=O)c1ccccc12.Cl,IC50,IC50,1,2014,2014,4.61,4.82,0.21,CHEMBL220; CHEMBL1914,Acetylcholinesterase; Cholinesterase,Homo sapiens
CHEMBL3335021,2,2,CC(c1cc(O)c2c(c1)oc(=O)c1ccccc12)N(C)C.Cl,IC50,IC50,1,2014,2014,4.72,5.38,0.66,CHEMBL1914; CHEMBL220,Cholinesterase; Acetylcholinesterase,Homo sapiens
CHEMBL3335023,2,2,CCN(C)C(=O)Oc1cc(C(C)N(C)C)cc2oc(=O)c3ccccc3c12.Cl,IC50,IC50,1,2014,2014,4.4,4.9,0.5,CHEMBL1914; CHEMBL220,Cholinesterase; Acetylcholinesterase,Homo sapiens
CHEMBL3335029,2,2,O=c1oc2cc(OCCN3CCN(Cc4ccccc4)CC3)ccc2c2c1CCCC2,IC50,IC50,1,2014,2014,4.5,5.89,1.39,CHEMBL220; CHEMBL1914,Acetylcholinesterase; Cholinesterase,Homo sapiens
CHEMBL3335031,2,2,CN(CCCOc1ccc2c3c(c(=O)oc2c1)CCCC3)Cc1ccccc1,IC50,IC50,1,2014,2014,4.8,5.68,0.88,CHEMBL220; CHEMBL1914,Acetylcholinesterase; Cholinesterase,Homo sapiens
CHEMBL3335048,2,2,O=c1oc2cc(OCCCN3CCN(Cc4ccccc4)CC3)ccc2c2c1CCCC2,IC50,IC50,1,2014,2014,5.51,6.05,0.54,CHEMBL220; CHEMBL1914,Acetylcholinesterase; Cholinesterase,Homo sapiens
CHEMBL3335049,2,2,COc1cccc(CN2CCN(CCCOc3ccc4c5c(c(=O)oc4c3)CCCC5)CC2)c1,IC50,IC50,1,2014,2014,4.74,5.21,0.47,CHEMBL220; CHEMBL1914,Acetylcholinesterase; Cholinesterase,Homo sapiens
CHEMBL3335050,2,2,CN(CCCCOc1ccc2c3c(c(=O)oc2c1)CCCC3)Cc1ccccc1,IC50,IC50,1,2014,2014,4.72,6.0,1.28,CHEMBL220; CHEMBL1914,Acetylcholinesterase; Cholinesterase,Homo sapiens
CHEMBL3335052,2,2,O=c1oc2cc(OCCCCN3CCC(Cc4ccccc4)CC3)ccc2c2c1CCCC2,IC50,IC50,1,2014,2014,4.7,5.04,0.34,CHEMBL220; CHEMBL1914,Acetylcholinesterase; Cholinesterase,Homo sapiens
CHEMBL3335053,2,2,COc1cccc(CC2CCN(CCCCOc3ccc4c5c(c(=O)oc4c3)CCCC5)CC2)c1,IC50,IC50,1,2014,2014,4.56,4.86,0.3,CHEMBL220; CHEMBL1914,Acetylcholinesterase; Cholinesterase,Homo sapiens
CHEMBL3335054,2,2,O=c1oc2cc(OCCCCN3CCN(Cc4ccccc4)CC3)ccc2c2c1CCCC2,IC50,IC50,1,2014,2014,4.84,5.19,0.35,CHEMBL220; CHEMBL1914,Acetylcholinesterase; Cholinesterase,Homo sapiens
CHEMBL3335055,2,2,COc1cccc(CN2CCN(CCCCOc3ccc4c5c(c(=O)oc4c3)CCCC5)CC2)c1,IC50,IC50,1,2014,2014,4.63,5.06,0.43,CHEMBL220; CHEMBL1914,Acetylcholinesterase; Cholinesterase,Homo sapiens
CHEMBL3335056,2,2,CN(CCOc1ccc2c(c1)oc(=O)c1ccccc12)Cc1ccccc1,IC50,IC50,1,2014,2014,4.85,5.17,0.32,CHEMBL220; CHEMBL1914,Acetylcholinesterase; Cholinesterase,Homo sapiens
CHEMBL3335057,2,2,COc1cccc(CN(C)CCOc2ccc3c(c2)oc(=O)c2ccccc23)c1,IC50,IC50,1,2014,2014,4.48,4.74,0.26,CHEMBL220; CHEMBL1914,Acetylcholinesterase; Cholinesterase,Homo sapiens
CHEMBL3335060,2,2,O=c1oc2cc(OCCN3CCN(Cc4ccccc4)CC3)ccc2c2ccccc12,IC50,IC50,1,2014,2014,4.92,6.05,1.13,CHEMBL220; CHEMBL1914,Acetylcholinesterase; Cholinesterase,Homo sapiens
CHEMBL3335062,2,2,CN(CCCOc1ccc2c(c1)oc(=O)c1ccccc12)Cc1ccccc1,IC50,IC50,1,2014,2014,4.83,5.07,0.24,CHEMBL220; CHEMBL1914,Acetylcholinesterase; Cholinesterase,Homo sapiens
CHEMBL3335063,2,2,COc1cccc(CN(C)CCCOc2ccc3c(c2)oc(=O)c2ccccc23)c1,IC50,IC50,1,2014,2014,4.54,4.68,0.14,CHEMBL220; CHEMBL1914,Acetylcholinesterase; Cholinesterase,Homo sapiens
CHEMBL3335064,2,2,O=c1oc2cc(OCCCN3CCC(Cc4ccccc4)CC3)ccc2c2ccccc12,IC50,IC50,1,2014,2014,4.67,5.39,0.72,CHEMBL220; CHEMBL1914,Acetylcholinesterase; Cholinesterase,Homo sapiens
CHEMBL3335066,2,2,O=c1oc2cc(OCCCN3CCN(Cc4ccccc4)CC3)ccc2c2ccccc12,IC50,IC50,1,2014,2014,5.43,6.1,0.67,CHEMBL220; CHEMBL1914,Acetylcholinesterase; Cholinesterase,Homo sapiens
CHEMBL3335068,2,2,CN(CCCCOc1ccc2c(c1)oc(=O)c1ccccc12)Cc1ccccc1,IC50,IC50,1,2014,2014,5.19,5.96,0.77,CHEMBL220; CHEMBL1914,Acetylcholinesterase; Cholinesterase,Homo sapiens
CHEMBL3335069,2,2,COc1cccc(CN(C)CCCCOc2ccc3c(c2)oc(=O)c2ccccc23)c1,IC50,IC50,1,2014,2014,4.75,5.08,0.33,CHEMBL220; CHEMBL1914,Acetylcholinesterase; Cholinesterase,Homo sapiens
CHEMBL3354137,2,2,Cc1cc(=O)oc2cc(NC(=O)NS(=O)(=O)c3ccccc3)ccc12,Ki,Ki,1,2014,2014,7.04,7.16,0.12,CHEMBL3242; CHEMBL3594,Carbonic anhydrase 12; Carbonic anhydrase 9,Homo sapiens
CHEMBL3354138,2,2,Cc1ccc(S(=O)(=O)NC(=O)Nc2ccc3c(C)cc(=O)oc3c2)cc1,Ki,Ki,1,2014,2014,7.64,8.03,0.39,CHEMBL3242; CHEMBL3594,Carbonic anhydrase 12; Carbonic anhydrase 9,Homo sapiens
CHEMBL3359943,2,2,O=c1cc(CCO)c2ccc(OCc3cccc(Cl)c3)cc2o1,IC50,IC50,1,2015,2015,5.33,8.13,2.8,CHEMBL2993; CHEMBL3358,Amine oxidase [flavin-containing] B; Amine oxidase [flavin-containing] A,Rattus norvegicus
CHEMBL3359944,2,2,O=c1cc(CCCl)c2ccc(OCc3cccc(Cl)c3)cc2o1,IC50,IC50,2,2015,2022,7.89,9.43,1.54,CHEMBL2039; CHEMBL2993,Amine oxidase [flavin-containing] B,Homo sapiens; Rattus norvegicus
CHEMBL3359948,2,2,NC(=O)CCc1cc(=O)oc2cc(OCc3cccc(Cl)c3)ccc12,IC50,IC50,1,2015,2015,5.37,7.82,2.45,CHEMBL2993; CHEMBL3358,Amine oxidase [flavin-containing] B; Amine oxidase [flavin-containing] A,Rattus norvegicus
CHEMBL3359950,2,2,NC(=O)CNc1cc(=O)oc2cc(OCc3cccc(Cl)c3)ccc12,IC50,IC50,1,2015,2015,7.02,7.31,0.29,CHEMBL2993; CHEMBL3358,Amine oxidase [flavin-containing] B; Amine oxidase [flavin-containing] A,Rattus norvegicus
CHEMBL3359951,2,2,O=C(CCl)Nc1cc(=O)oc2cc(OCc3cccc(Cl)c3)ccc12,IC50,IC50,1,2015,2015,5.24,6.4,1.16,CHEMBL2993; CHEMBL3358,Amine oxidase [flavin-containing] B; Amine oxidase [flavin-containing] A,Rattus norvegicus
CHEMBL3394540,2,2,Cc1cc(=O)oc2cc(NCc3ccccc3O)ccc12,Kd; IC50,Kd,2,2015,2024,4.7,7.52,2.82,CHEMBL3253; CHEMBL2039,Albumin; Amine oxidase [flavin-containing] B,Homo sapiens
CHEMBL3403686,2,2,CCCc1cc2c(C(F)(F)F)cc(=O)oc2c(CCC)c1OCCCCN1C(=O)CSC1=O,EC50,EC50,1,2015,2015,5.58,5.85,0.27,CHEMBL4093; CHEMBL2808,Oxysterols receptor LXR-beta; Oxysterols receptor LXR-alpha,Homo sapiens
CHEMBL3403687,2,2,CCCc1cc2c(C(F)(F)F)cc(=O)oc2c(CCC)c1OCCCCN1C(=O)CN(C)C1=O,EC50,EC50,1,2015,2015,5.58,5.89,0.31,CHEMBL4093; CHEMBL2808,Oxysterols receptor LXR-beta; Oxysterols receptor LXR-alpha,Homo sapiens
CHEMBL3403691,2,2,CCCc1cc2c(C(F)(F)F)cc(=O)oc2c(CCC)c1OCCCCN1C(=O)C(C)N(C)C1=O,EC50,EC50,1,2015,2015,5.77,5.89,0.12,CHEMBL4093; CHEMBL2808,Oxysterols receptor LXR-beta; Oxysterols receptor LXR-alpha,Homo sapiens
CHEMBL3403692,2,2,CCCc1cc2c(C(F)(F)F)cc(=O)oc2c(CCC)c1OCCCCN1C(=O)N(C)C(C)(C)C1=O,EC50,EC50,1,2015,2015,4.96,5.33,0.37,CHEMBL4093; CHEMBL2808,Oxysterols receptor LXR-beta; Oxysterols receptor LXR-alpha,Homo sapiens
CHEMBL3403693,2,2,CCCc1cc2c(C(F)(F)F)cc(=O)oc2c(CCC)c1OCCCCN1C(=O)NC(C)C1=O,EC50,EC50,1,2015,2015,5.82,5.89,0.07,CHEMBL4093; CHEMBL2808,Oxysterols receptor LXR-beta; Oxysterols receptor LXR-alpha,Homo sapiens
CHEMBL3417295,2,2,O=c1cc(-c2ccccc2)c2ccc(OCCN3CCN(CCCNc4c5c(nc6ccccc46)CCCC5)CC3)cc2o1,IC50,IC50,1,2015,2015,6.67,6.71,0.04,CHEMBL4078; CHEMBL5763,Acetylcholinesterase; Cholinesterase,Electrophorus electricus; Equus caballus
CHEMBL342911,2,2,CCOc1c2ccoc2c(OCC)c2oc(=O)ccc12,Kd,Kd,1,1998,1998,4.55,4.64,0.09,CHEMBL2086; CHEMBL4818,Potassium voltage-gated channel subfamily A member 2; Potassium voltage-gated channel subfamily A member 3,Homo sapiens; Mus musculus
CHEMBL3545701,2,2,CC(c1cc(O)c2c(c1)oc(=O)c1ccccc12)N(C)C,IC50,IC50,0,2017,2017,4.72,5.38,0.66,CHEMBL1914; CHEMBL220,Cholinesterase; Acetylcholinesterase,Homo sapiens
CHEMBL3545708,2,2,CC(c1ccc2c(c1)oc(=O)c1ccccc12)N(C)C,IC50,IC50,0,2017,2017,4.75,4.96,0.21,CHEMBL220; CHEMBL1914,Acetylcholinesterase; Cholinesterase,Homo sapiens
CHEMBL3545709,2,2,C[C@@H](c1ccc2c(c1)oc(=O)c1ccccc12)N(C)C,IC50,IC50,0,2017,2017,4.79,5.1,0.31,CHEMBL220; CHEMBL1914,Acetylcholinesterase; Cholinesterase,Homo sapiens
CHEMBL3545710,2,2,COc1cc(C(C)N(C)C)cc2oc(=O)c3ccccc3c12,IC50,IC50,0,2017,2017,4.68,5.55,0.87,CHEMBL220; CHEMBL1914,Acetylcholinesterase; Cholinesterase,Homo sapiens
CHEMBL3545711,2,2,COc1cc(C(C)N(C)C)c2c(c1)oc(=O)c1ccccc12,IC50,IC50,0,2017,2017,4.61,4.82,0.21,CHEMBL220; CHEMBL1914,Acetylcholinesterase; Cholinesterase,Homo sapiens
CHEMBL3545713,2,2,CCN(C)C(=O)Oc1cc(C(C)N(C)C)cc2oc(=O)c3ccccc3c12,IC50,IC50,0,2017,2017,4.4,4.9,0.5,CHEMBL1914; CHEMBL220,Cholinesterase; Acetylcholinesterase,Homo sapiens
CHEMBL3586585,2,2,CCN(CC)Cc1cccc(COc2ccc3ccc(=O)oc3c2)c1.Cl,IC50,IC50,1,2015,2015,5.17,5.77,0.6,CHEMBL4078; CHEMBL5763,Acetylcholinesterase; Cholinesterase,Electrophorus electricus; Equus caballus
CHEMBL3586591,2,2,CCN(CC)Cc1ccc(COc2ccc3ccc(=O)oc3c2)cc1,IC50,IC50,1,2015,2015,5.47,5.54,0.07,CHEMBL4078; CHEMBL5763,Acetylcholinesterase; Cholinesterase,Electrophorus electricus; Equus caballus
CHEMBL3586599,2,2,Cc1cc2ccc(OCc3ccc(CN(C)Cc4cccc(Cl)c4)cc3)cc2oc1=O.Cl,IC50,IC50,1,2015,2015,5.35,5.89,0.54,CHEMBL4078; CHEMBL2993,Acetylcholinesterase; Amine oxidase [flavin-containing] B,Electrophorus electricus; Rattus norvegicus
CHEMBL3586601,2,2,Cc1c(C)c2ccc(OCc3ccc(CN(C)Cc4cccc(Cl)c4)cc3)cc2oc1=O.Cl,IC50,IC50,1,2015,2015,5.47,6.18,0.71,CHEMBL4078; CHEMBL2993,Acetylcholinesterase; Amine oxidase [flavin-containing] B,Electrophorus electricus; Rattus norvegicus
CHEMBL3586606,2,2,CN(Cc1ccccc1)Cc1ccc(COc2ccc3cc(C#N)c(=O)oc3c2)cc1.Cl,IC50,IC50,1,2015,2015,5.26,6.7,1.44,CHEMBL4078; CHEMBL5763,Acetylcholinesterase; Cholinesterase,Electrophorus electricus; Equus caballus
CHEMBL359392,2,2,Cc1c(C)c2ccc(OC(C)c3ccccc3)cc2oc1=O,IC50,IC50,1,2000,2000,5.45,6.49,1.04,CHEMBL2993; CHEMBL3358,Amine oxidase [flavin-containing] B; Amine oxidase [flavin-containing] A,Rattus norvegicus
CHEMBL3601439,2,2,Cc1cc(=O)oc2c3c(ccc12)OCC=C3,Ki,Ki,1,2015,2015,4.92,5.82,0.9,CHEMBL3356; CHEMBL4878,Cytochrome P450 1A2; Cytochrome P450 1B1,Homo sapiens
CHEMBL3601510,2,2,Cc1cc(=O)oc2c1ccc1ncccc12,Ki,Ki,1,2015,2015,4.33,4.85,0.52,CHEMBL3356; CHEMBL4878,Cytochrome P450 1A2; Cytochrome P450 1B1,Homo sapiens
CHEMBL3601511,2,2,O=c1cc(-c2ccccc2)c2ccc3c(c2o1)OCO3,Ki,Ki,1,2015,2015,4.52,5.45,0.93,CHEMBL3356; CHEMBL4878,Cytochrome P450 1A2; Cytochrome P450 1B1,Homo sapiens
CHEMBL3623665,2,2,O=c1ccc2ccc(OCc3cn(-c4cccc(Cl)c4)nn3)cc2o1,Ki,Ki,1,2015,2015,7.51,8.26,0.75,CHEMBL3242; CHEMBL3594,Carbonic anhydrase 12; Carbonic anhydrase 9,Homo sapiens
CHEMBL3623666,2,2,O=c1ccc2ccc(OCc3cn(-c4cccc(Br)c4)nn3)cc2o1,Ki,Ki,1,2015,2015,7.56,7.57,0.01,CHEMBL3242; CHEMBL3594,Carbonic anhydrase 12; Carbonic anhydrase 9,Homo sapiens
CHEMBL3623673,2,2,Cc1cc(=O)oc2cc(-n3cc(COc4ccc5ccc(=O)oc5c4)nn3)ccc12,Ki,Ki,1,2015,2015,7.42,7.64,0.22,CHEMBL3594; CHEMBL3242,Carbonic anhydrase 9; Carbonic anhydrase 12,Homo sapiens
CHEMBL3628489,2,2,COc1ccc2oc(=O)cc(CCNC(C)=O)c2c1,Ki,Ki,1,2015,2015,7.89,8.47,0.58,CHEMBL1946; CHEMBL1945,Melatonin receptor type 1B; Melatonin receptor type 1A,Homo sapiens
CHEMBL3629466,2,2,COc1ccc(/C=C/c2cc(OC)cc(OC)c2/C=C/C(=O)c2cc3ccccc3oc2=O)cc1,IC50,IC50,1,2015,2015,4.38,5.04,0.66,CHEMBL2039; CHEMBL1951,Amine oxidase [flavin-containing] B; Amine oxidase [flavin-containing] A,Homo sapiens
CHEMBL3629472,2,2,COc1ccc(/C=C/c2cc(OC)cc(OC)c2/C=C/C(=O)c2cc3ccc(C)cc3oc2=O)cc1,IC50,IC50,1,2015,2015,4.24,5.56,1.32,CHEMBL2039; CHEMBL1951,Amine oxidase [flavin-containing] B; Amine oxidase [flavin-containing] A,Homo sapiens
CHEMBL3629473,2,2,COc1ccc(/C=C/c2cc(OC)cc(OC)c2/C=C/C(=O)c2cc3cc(C)ccc3oc2=O)cc1,IC50,IC50,1,2015,2015,4.52,5.29,0.77,CHEMBL2039; CHEMBL1951,Amine oxidase [flavin-containing] B; Amine oxidase [flavin-containing] A,Homo sapiens
CHEMBL3629474,2,2,COc1ccc(/C=C/c2cc(OC)cc(OC)c2/C=C/C(=O)c2cc3cc(F)ccc3oc2=O)cc1,IC50,IC50,1,2015,2015,4.35,4.99,0.64,CHEMBL2039; CHEMBL1951,Amine oxidase [flavin-containing] B; Amine oxidase [flavin-containing] A,Homo sapiens
CHEMBL3629807,2,2,COc1ccc(/C=C/c2cc(OC)cc(OC)c2/C=C/C(=O)c2cc3ccc(Br)cc3oc2=O)cc1,IC50,IC50,1,2015,2015,4.26,5.52,1.26,CHEMBL1951; CHEMBL2039,Amine oxidase [flavin-containing] A; Amine oxidase [flavin-containing] B,Homo sapiens
CHEMBL3629810,2,2,CCOc1ccc2cc(C(=O)/C=C/c3c(/C=C/c4ccc(OC)cc4)cc(OC)cc3OC)c(=O)oc2c1,IC50,IC50,1,2015,2015,4.32,5.15,0.83,CHEMBL1951; CHEMBL2039,Amine oxidase [flavin-containing] A; Amine oxidase [flavin-containing] B,Homo sapiens
CHEMBL3629811,2,2,COc1ccc(/C=C/c2cc(OC)cc(OC)c2/C=C/C(=O)c2cc3c(OC)cc(OC)cc3oc2=O)cc1,IC50,IC50,1,2015,2015,4.45,4.67,0.22,CHEMBL1951; CHEMBL2039,Amine oxidase [flavin-containing] A; Amine oxidase [flavin-containing] B,Homo sapiens
CHEMBL3629813,2,2,C=CCc1cc(OC)c2oc(=O)c(C(=O)/C=C/c3c(/C=C/c4ccc(OC)cc4)cc(OC)cc3OC)cc2c1,IC50,IC50,1,2015,2015,4.3,5.28,0.98,CHEMBL1951; CHEMBL2039,Amine oxidase [flavin-containing] A; Amine oxidase [flavin-containing] B,Homo sapiens
CHEMBL3696483,2,2,O=c1oc2cc(OCCCCN3CCN(c4ccccc4CO)CC3)ccc2c2c1CCC2,IC50,IC50,0,2015,2015,5.89,8.13,2.24,CHEMBL3138; CHEMBL324,D(3) dopamine receptor; 5-hydroxytryptamine receptor 2C,Rattus norvegicus
CHEMBL3696484,2,2,O=c1oc2c(Cl)c(OCCCCN3CCN(c4nsc5ccccc45)CC3)ccc2c2c1CCC2,IC50,IC50,0,2015,2015,5.83,7.82,1.99,CHEMBL3138; CHEMBL324,D(3) dopamine receptor; 5-hydroxytryptamine receptor 2C,Rattus norvegicus
CHEMBL3696485,2,2,O=c1oc2cc(OCCCCN3CCN(c4ccccc4CO)CC3)ccc2c2c1CCCC2,IC50,IC50,0,2015,2015,5.95,7.88,1.93,CHEMBL3138; CHEMBL324,D(3) dopamine receptor; 5-hydroxytryptamine receptor 2C,Rattus norvegicus
CHEMBL3734880,2,2,Cc1ccc2oc(=O)c(-c3cccc(OCCCCBr)c3)cc2c1,IC50,IC50,1,2015,2015,4.39,4.97,0.58,CHEMBL2039; CHEMBL1951,Amine oxidase [flavin-containing] B; Amine oxidase [flavin-containing] A,Homo sapiens
CHEMBL3734986,2,2,Cc1ccc2oc(=O)c(-c3cccnc3)cc2c1,IC50,IC50,1,2015,2015,5.18,5.59,0.41,CHEMBL2039; CHEMBL1951,Amine oxidase [flavin-containing] B; Amine oxidase [flavin-containing] A,Homo sapiens
CHEMBL3735165,2,2,Cc1ccc2oc(=O)c(-c3cccs3)cc2c1,IC50,IC50,1,2015,2015,5.09,5.42,0.33,CHEMBL2039; CHEMBL1951,Amine oxidase [flavin-containing] B; Amine oxidase [flavin-containing] A,Homo sapiens
CHEMBL3735436,2,2,Cc1ccc2oc(=O)c(-c3c[nH]c4ccccc34)cc2c1,IC50,IC50,1,2015,2015,4.36,5.25,0.89,CHEMBL2039; CHEMBL1951,Amine oxidase [flavin-containing] B; Amine oxidase [flavin-containing] A,Homo sapiens
CHEMBL3735661,2,2,Cc1ccc2oc(=O)c(-c3cccc4ccccc34)cc2c1,IC50,IC50,1,2015,2015,4.26,5.19,0.93,CHEMBL2039; CHEMBL1951,Amine oxidase [flavin-containing] B; Amine oxidase [flavin-containing] A,Homo sapiens
CHEMBL3735752,2,2,Cc1ccc2oc(=O)c(-c3cccc(OC(=O)c4ccccc4)c3)cc2c1,IC50,IC50,1,2015,2015,4.8,6.19,1.39,CHEMBL2039; CHEMBL1951,Amine oxidase [flavin-containing] B; Amine oxidase [flavin-containing] A,Homo sapiens
CHEMBL3735913,2,2,Cc1ccc2oc(=O)c(-c3cccc(OCCBr)c3)cc2c1,IC50,IC50,1,2015,2015,4.68,5.61,0.93,CHEMBL2039; CHEMBL1951,Amine oxidase [flavin-containing] B; Amine oxidase [flavin-containing] A,Homo sapiens
CHEMBL3735973,2,2,Cc1ccc2oc(=O)c(-c3cccc(OCCCBr)c3)cc2c1,IC50,IC50,1,2015,2015,4.71,5.43,0.72,CHEMBL2039; CHEMBL1951,Amine oxidase [flavin-containing] B; Amine oxidase [flavin-containing] A,Homo sapiens
CHEMBL3736060,2,2,Cc1ccc2oc(=O)c(-c3cccc(OCCCCN(C)C)c3)cc2c1,IC50,IC50,1,2015,2015,4.57,5.95,1.38,CHEMBL2039; CHEMBL1951,Amine oxidase [flavin-containing] B; Amine oxidase [flavin-containing] A,Homo sapiens
CHEMBL3736247,2,2,Cc1ccc2oc(=O)c(-c3cccc(OCCCN(C)C)c3)cc2c1,IC50,IC50,1,2015,2015,4.46,6.04,1.58,CHEMBL2039; CHEMBL1951,Amine oxidase [flavin-containing] B; Amine oxidase [flavin-containing] A,Homo sapiens
CHEMBL3745771,2,2,Cc1cc(=O)oc2c1ccc1oc(=N)c(C(=O)NC(C)c3ccccc3)cc12,IC50,IC50,1,2016,2016,4.45,6.61,2.16,CHEMBL4078; CHEMBL5763,Acetylcholinesterase; Cholinesterase,Electrophorus electricus; Equus caballus
CHEMBL3745983,2,2,Cc1cc(=O)oc2c1ccc1oc(=N)c(C(=O)NC3CCCCC3)cc12,IC50,IC50,1,2016,2016,4.38,7.57,3.19,CHEMBL4078; CHEMBL5763,Acetylcholinesterase; Cholinesterase,Electrophorus electricus; Equus caballus
CHEMBL3746086,2,2,Cc1cc(=O)oc2c1ccc1oc(=N)c(C(=O)N3CCCC3)cc12,IC50,IC50,1,2016,2016,4.14,6.01,1.87,CHEMBL4078; CHEMBL5763,Acetylcholinesterase; Cholinesterase,Electrophorus electricus; Equus caballus
CHEMBL3746173,2,2,CCNC(=O)c1cc2c(ccc3c(C)cc(=O)oc32)oc1=N,IC50,IC50,1,2016,2016,4.95,6.53,1.58,CHEMBL4078; CHEMBL5763,Acetylcholinesterase; Cholinesterase,Electrophorus electricus; Equus caballus
CHEMBL3746191,2,2,COc1ccccc1OCCNC(=O)c1cc2c(ccc3c(C)cc(=O)oc32)oc1=N,IC50,IC50,1,2016,2016,4.61,5.58,0.97,CHEMBL4078; CHEMBL5763,Acetylcholinesterase; Cholinesterase,Electrophorus electricus; Equus caballus
CHEMBL3746215,2,2,Cc1cc(=O)oc2c1ccc1oc(=N)c(C(=O)NC3CC3)cc12,IC50,IC50,1,2016,2016,4.41,6.04,1.63,CHEMBL4078; CHEMBL5763,Acetylcholinesterase; Cholinesterase,Electrophorus electricus; Equus caballus
CHEMBL3746269,2,2,Cc1cc(=O)oc2c1ccc1oc(=N)c(C(=O)NCc3ccc(C(C)(C)C)cc3)cc12,IC50,IC50,1,2016,2016,4.24,8.0,3.76,CHEMBL4078; CHEMBL5763,Acetylcholinesterase; Cholinesterase,Electrophorus electricus; Equus caballus
CHEMBL3770126,2,2,CN1C2CCC1CC(Oc1ccc3cc(-c4ccoc4)c(=O)oc3c1)C2,IC50,IC50,1,2016,2016,7.16,8.54,1.38,CHEMBL313; CHEMBL338,Sodium-dependent serotonin transporter; Sodium-dependent dopamine transporter,Rattus norvegicus
CHEMBL3770400,2,2,COc1cc2ccc(OC3CC4CCC(C3)N4C)cc2oc1=O,IC50,IC50,1,2016,2016,8.0,8.0,0.0,CHEMBL313; CHEMBL338,Sodium-dependent serotonin transporter; Sodium-dependent dopamine transporter,Rattus norvegicus
CHEMBL378988,2,2,O=C(N[C@H]1CCCC[C@@H]1NC(=O)c1cc2ccccc2oc1=O)c1cc2ccccc2oc1=O,Ki,Ki,1,2006,2006,5.85,6.74,0.89,CHEMBL3254; CHEMBL2756,Amine oxidase [flavin-containing] A; Amine oxidase [flavin-containing] B,Bos taurus
CHEMBL380358,2,2,Cc1c(O)ccc2c1oc(=O)c1c(C)ccc(C)c12,IC50,IC50,1,2006,2006,5.51,7.1,1.59,CHEMBL242; CHEMBL206,Estrogen receptor beta; Estrogen receptor,Homo sapiens
CHEMBL380375,2,2,Cc1c(C)c2ccc(OC[C@H](O)c3ccccc3)cc2oc1=O,IC50,IC50,1,2006,2006,5.49,6.52,1.03,CHEMBL2993; CHEMBL3358,Amine oxidase [flavin-containing] B; Amine oxidase [flavin-containing] A,Rattus norvegicus
CHEMBL380452,2,2,C/C=C/c1cccc2c(=O)oc3c(C)c(O)ccc3c12,IC50,IC50,1,2006,2006,5.52,6.94,1.42,CHEMBL242; CHEMBL206,Estrogen receptor beta; Estrogen receptor,Homo sapiens
CHEMBL380717,2,2,Cc1c(O)ccc2c1oc(=O)c1c(C)c(O)cc(C)c12,IC50,IC50,1,2006,2006,6.14,8.24,2.1,CHEMBL242; CHEMBL206,Estrogen receptor beta; Estrogen receptor,Homo sapiens
CHEMBL380720,2,2,Cc1cc(C)c2c(c1)c(=O)oc1cc(O)ccc12,IC50,IC50,1,2006,2006,6.23,7.05,0.82,CHEMBL242; CHEMBL206,Estrogen receptor beta; Estrogen receptor,Homo sapiens
CHEMBL380844,2,2,Cc1c(O)ccc2c1oc(=O)c1c(C)c(N)ccc12,IC50,IC50,1,2006,2006,4.84,6.55,1.71,CHEMBL242; CHEMBL206,Estrogen receptor beta; Estrogen receptor,Homo sapiens
