compound_id,chembl_target_degree,family_aware_degree,target_family_list,target_chembl_id_list,high_family_degree_flag
CHEMBL4216262,2,1,Monoamine oxidases,CHEMBL1951; CHEMBL2039,0
CHEMBL4216733,2,1,Monoamine oxidases,CHEMBL1951; CHEMBL2039,0
CHEMBL4217159,2,1,Monoamine oxidases,CHEMBL1951; CHEMBL2039,0
CHEMBL4217683,2,1,Monoamine oxidases,CHEMBL1951; CHEMBL2039,0
CHEMBL4217736,2,1,G protein-coupled receptors,CHEMBL214; CHEMBL224,0
CHEMBL4218830,2,1,G protein-coupled receptors,CHEMBL214; CHEMBL224,0
CHEMBL422830,2,1,Monoamine oxidases,CHEMBL2993; CHEMBL3358,0
CHEMBL426854,2,1,Nuclear receptors,CHEMBL206; CHEMBL242,0
CHEMBL4276705,2,1,G protein-coupled receptors,CHEMBL214; CHEMBL224,0
CHEMBL4277211,2,1,G protein-coupled receptors,CHEMBL214; CHEMBL224,0
CHEMBL4278275,2,1,G protein-coupled receptors,CHEMBL214; CHEMBL224,0
CHEMBL4279872,2,1,G protein-coupled receptors,CHEMBL214; CHEMBL224,0
CHEMBL4279918,2,1,G protein-coupled receptors,CHEMBL214; CHEMBL224,0
CHEMBL4280137,2,1,G protein-coupled receptors,CHEMBL214; CHEMBL224,0
CHEMBL4281430,2,1,G protein-coupled receptors,CHEMBL214; CHEMBL224,0
CHEMBL4283238,2,1,G protein-coupled receptors,CHEMBL214; CHEMBL224,0
CHEMBL4283586,2,1,G protein-coupled receptors,CHEMBL214; CHEMBL224,0
CHEMBL4283791,2,1,G protein-coupled receptors,CHEMBL214; CHEMBL224,0
CHEMBL4284002,2,1,G protein-coupled receptors,CHEMBL214; CHEMBL224,0
CHEMBL4285172,2,1,G protein-coupled receptors,CHEMBL214; CHEMBL224,0
CHEMBL4285316,2,1,G protein-coupled receptors,CHEMBL214; CHEMBL224,0
CHEMBL4286737,2,1,G protein-coupled receptors,CHEMBL214; CHEMBL224,0
CHEMBL4287105,2,1,G protein-coupled receptors,CHEMBL214; CHEMBL224,0
CHEMBL4287144,2,1,G protein-coupled receptors,CHEMBL214; CHEMBL224,0
CHEMBL4287173,2,1,G protein-coupled receptors,CHEMBL214; CHEMBL224,0
CHEMBL4288960,2,1,G protein-coupled receptors,CHEMBL214; CHEMBL224,0
CHEMBL4290571,2,1,G protein-coupled receptors,CHEMBL214; CHEMBL224,0
CHEMBL4291652,2,1,G protein-coupled receptors,CHEMBL214; CHEMBL224,0
CHEMBL4291739,2,1,G protein-coupled receptors,CHEMBL214; CHEMBL224,0
CHEMBL4292362,2,1,G protein-coupled receptors,CHEMBL214; CHEMBL224,0
CHEMBL4293165,2,1,G protein-coupled receptors,CHEMBL214; CHEMBL224,0
CHEMBL4293643,2,1,G protein-coupled receptors,CHEMBL214; CHEMBL224,0
CHEMBL4293826,2,1,G protein-coupled receptors,CHEMBL214; CHEMBL224,0
CHEMBL4293973,2,1,G protein-coupled receptors,CHEMBL214; CHEMBL224,0
CHEMBL4295030,2,1,G protein-coupled receptors,CHEMBL214; CHEMBL224,0
CHEMBL434510,2,1,Monoamine oxidases,CHEMBL2993; CHEMBL3358,0
CHEMBL438443,2,1,Nuclear receptors,CHEMBL206; CHEMBL242,0
CHEMBL440506,2,1,G protein-coupled receptors,CHEMBL219; CHEMBL234,0
CHEMBL4436042,2,1,Ion channels and transporters,CHEMBL3004; CHEMBL4302,0
CHEMBL4436134,2,1,Ion channels and transporters,CHEMBL4523223; CHEMBL4523503,0
CHEMBL4436493,2,1,Other enzymes,CHEMBL247; CHEMBL3471,0
CHEMBL4439360,2,1,Monoamine oxidases,CHEMBL1951; CHEMBL2039,0
CHEMBL4441792,2,1,Other enzymes,CHEMBL2541; CHEMBL3621036,0
CHEMBL4441993,2,1,Other enzymes,CHEMBL2541; CHEMBL3621036,0
CHEMBL4442992,2,1,Carbonic anhydrases,CHEMBL3242; CHEMBL3594,0
CHEMBL4450126,2,1,Other enzymes,CHEMBL247; CHEMBL3471,0
CHEMBL4450551,2,1,Other enzymes,CHEMBL247; CHEMBL3471,0
CHEMBL4451075,2,1,Cholinesterases,CHEMBL4078; CHEMBL5763,0
CHEMBL4453513,2,1,Other enzymes,CHEMBL247; CHEMBL3471,0
CHEMBL4457846,2,1,Other enzymes,CHEMBL247; CHEMBL3471,0
CHEMBL4458187,2,1,Other enzymes,CHEMBL2541; CHEMBL3621036,0
CHEMBL4459084,2,1,Other enzymes,CHEMBL247; CHEMBL3471,0
CHEMBL4460067,2,1,Carbonic anhydrases,CHEMBL3242; CHEMBL3594,0
CHEMBL4460077,2,1,Other enzymes,CHEMBL2541; CHEMBL3621036,0
CHEMBL4460238,2,1,Other enzymes,CHEMBL2541; CHEMBL3621036,0
CHEMBL4461018,2,1,Other enzymes,CHEMBL247; CHEMBL3471,0
CHEMBL4463853,2,1,Monoamine oxidases,CHEMBL1951; CHEMBL2039,0
CHEMBL4463968,2,1,Other enzymes,CHEMBL2541; CHEMBL3621036,0
CHEMBL4464239,2,1,Ion channels and transporters,CHEMBL3004; CHEMBL4302,0
CHEMBL4464849,2,1,Ion channels and transporters,CHEMBL4523223; CHEMBL4523503,0
CHEMBL4465266,2,1,Proteases,CHEMBL4662; CHEMBL5620,0
CHEMBL4465730,2,1,Other enzymes,CHEMBL247; CHEMBL3471,0
CHEMBL4466035,2,1,Ion channels and transporters,CHEMBL3004; CHEMBL4302,0
CHEMBL4466943,2,1,Monoamine oxidases,CHEMBL1951; CHEMBL2039,0
CHEMBL4469318,2,1,Kinases,CHEMBL3267; CHEMBL4005,0
CHEMBL4470947,2,1,Other enzymes,CHEMBL2541; CHEMBL3621036,0
CHEMBL4472668,2,1,Other enzymes,CHEMBL2541; CHEMBL3621036,0
CHEMBL4473596,2,1,Ion channels and transporters,CHEMBL3004; CHEMBL4302,0
CHEMBL4474002,2,1,Monoamine oxidases,CHEMBL1951; CHEMBL2039,0
CHEMBL4474051,2,1,Other enzymes,CHEMBL2541; CHEMBL3621036,0
CHEMBL4474386,2,1,Ion channels and transporters,CHEMBL3004; CHEMBL4302,0
CHEMBL4475016,2,1,Carbonic anhydrases,CHEMBL3242; CHEMBL3594,0
CHEMBL4476238,2,1,Ion channels and transporters,CHEMBL3004; CHEMBL4302,0
CHEMBL4483030,2,1,Other enzymes,CHEMBL2541; CHEMBL3621036,0
CHEMBL450518,2,1,Monoamine oxidases,CHEMBL1951; CHEMBL2039,0
CHEMBL450963,2,1,Cytochrome P450s,CHEMBL340; CHEMBL5282,0
CHEMBL4514827,2,1,Ion channels and transporters,CHEMBL3004; CHEMBL4302,0
CHEMBL4519601,2,1,Other enzymes,CHEMBL2949; CHEMBL4102,0
CHEMBL4527294,2,1,Monoamine oxidases,CHEMBL1951; CHEMBL2039,0
CHEMBL4532465,2,1,G protein-coupled receptors,CHEMBL251; CHEMBL256,0
CHEMBL4533647,2,1,G protein-coupled receptors,CHEMBL251; CHEMBL256,0
CHEMBL4534641,2,1,Other enzymes,CHEMBL2541; CHEMBL3621036,0
CHEMBL4537471,2,1,Monoamine oxidases,CHEMBL1951; CHEMBL2039,0
CHEMBL4538356,2,1,Other enzymes,CHEMBL2541; CHEMBL3621036,0
CHEMBL4541580,2,1,Ion channels and transporters,CHEMBL3004; CHEMBL4302,0
CHEMBL4542665,2,1,Other enzymes,CHEMBL2541; CHEMBL3621036,0
CHEMBL4542923,2,1,Carbonic anhydrases,CHEMBL3242; CHEMBL3594,0
CHEMBL4543997,2,1,Monoamine oxidases,CHEMBL1951; CHEMBL2039,0
CHEMBL4544784,2,1,Ion channels and transporters,CHEMBL4523223; CHEMBL4523503,0
CHEMBL4546001,2,1,Other enzymes,CHEMBL247; CHEMBL3471,0
CHEMBL4546647,2,1,Other enzymes,CHEMBL2541; CHEMBL3621036,0
CHEMBL4553878,2,1,Ion channels and transporters,CHEMBL3004; CHEMBL4302,0
CHEMBL4556851,2,1,G protein-coupled receptors,CHEMBL251; CHEMBL256,0
CHEMBL4557045,2,1,Cholinesterases,CHEMBL4078; CHEMBL5763,0
CHEMBL4559061,2,1,Other enzymes,CHEMBL1858; CHEMBL1895,0
CHEMBL4562150,2,1,Ion channels and transporters,CHEMBL3004; CHEMBL4302,0
CHEMBL4567011,2,1,G protein-coupled receptors,CHEMBL251; CHEMBL256,0
CHEMBL4567188,2,1,Other enzymes,CHEMBL247; CHEMBL3471,0
CHEMBL456912,2,1,Nuclear receptors,CHEMBL235; CHEMBL239,0
CHEMBL4569990,2,1,Ion channels and transporters,CHEMBL3004; CHEMBL4302,0
CHEMBL4570404,2,1,Other enzymes,CHEMBL247; CHEMBL3471,0
CHEMBL4571403,2,1,Monoamine oxidases,CHEMBL1951; CHEMBL2039,0
CHEMBL4574355,2,1,Ion channels and transporters,CHEMBL3004; CHEMBL4302,0
CHEMBL4574863,2,1,Other enzymes,CHEMBL1858; CHEMBL1895,0
CHEMBL4581840,2,1,Other enzymes,CHEMBL247; CHEMBL3471,0
CHEMBL458221,2,1,Nuclear receptors,CHEMBL235; CHEMBL239,0
CHEMBL4584730,2,1,Other enzymes,CHEMBL2541; CHEMBL3621036,0
CHEMBL458648,2,1,Nuclear receptors,CHEMBL235; CHEMBL239,0
CHEMBL458867,2,1,Nuclear receptors,CHEMBL235; CHEMBL239,0
CHEMBL4591725,2,1,Proteases,CHEMBL4662; CHEMBL5620,0
CHEMBL4592250,2,1,Ion channels and transporters,CHEMBL3004; CHEMBL4302,0
CHEMBL4636601,2,1,Cholinesterases,CHEMBL4078; CHEMBL5763,0
CHEMBL4639105,2,1,Cholinesterases,CHEMBL1914; CHEMBL220,0
CHEMBL4648322,2,1,Cholinesterases,CHEMBL1914; CHEMBL220,0
CHEMBL469571,2,1,Monoamine oxidases,CHEMBL1951; CHEMBL2039,0
CHEMBL469583,2,1,Monoamine oxidases,CHEMBL1951; CHEMBL2039,0
CHEMBL469783,2,1,Monoamine oxidases,CHEMBL1951; CHEMBL2039,0
CHEMBL470016,2,1,G protein-coupled receptors,CHEMBL253; CHEMBL3571,0
CHEMBL470017,2,1,G protein-coupled receptors,CHEMBL253; CHEMBL3571,0
CHEMBL470018,2,1,G protein-coupled receptors,CHEMBL253; CHEMBL3571,0
CHEMBL470020,2,1,Monoamine oxidases,CHEMBL1951; CHEMBL2039,0
CHEMBL470199,2,1,G protein-coupled receptors,CHEMBL1075322; CHEMBL3571,0
CHEMBL470212,2,1,G protein-coupled receptors,CHEMBL253; CHEMBL3571,0
CHEMBL470213,2,1,Monoamine oxidases,CHEMBL1951; CHEMBL2039,0
CHEMBL470220,2,1,Monoamine oxidases,CHEMBL1951; CHEMBL2039,0
CHEMBL470221,2,1,Monoamine oxidases,CHEMBL1951; CHEMBL2039,0
CHEMBL470226,2,1,Monoamine oxidases,CHEMBL1951; CHEMBL2039,0
CHEMBL470602,2,1,G protein-coupled receptors,CHEMBL253; CHEMBL3571,0
CHEMBL470612,2,1,Monoamine oxidases,CHEMBL1951; CHEMBL2039,0
CHEMBL470618,2,1,G protein-coupled receptors,CHEMBL253; CHEMBL3571,0
CHEMBL470619,2,1,G protein-coupled receptors,CHEMBL253; CHEMBL3571,0
CHEMBL470867,2,1,Cholinesterases,CHEMBL220; CHEMBL4078,0
CHEMBL471221,2,1,Monoamine oxidases,CHEMBL1951; CHEMBL2039,0
CHEMBL471228,2,1,Monoamine oxidases,CHEMBL1951; CHEMBL2039,0
CHEMBL471232,2,1,Monoamine oxidases,CHEMBL1951; CHEMBL2039,0
CHEMBL471248,2,1,G protein-coupled receptors,CHEMBL253; CHEMBL3571,0
CHEMBL471249,2,1,G protein-coupled receptors,CHEMBL253; CHEMBL3571,0
CHEMBL472069,2,1,Monoamine oxidases,CHEMBL1951; CHEMBL2039,0
CHEMBL472081,2,1,Monoamine oxidases,CHEMBL1951; CHEMBL2039,0
CHEMBL472218,2,1,Monoamine oxidases,CHEMBL1951; CHEMBL2039,0
CHEMBL4740913,2,1,Carbonic anhydrases,CHEMBL3242; CHEMBL3594,0
CHEMBL4741319,2,1,Carbonic anhydrases,CHEMBL3242; CHEMBL3594,0
CHEMBL4741561,2,1,Carbonic anhydrases,CHEMBL3242; CHEMBL3594,0
CHEMBL4742237,2,1,Carbonic anhydrases,CHEMBL3242; CHEMBL3594,0
CHEMBL4743602,2,1,Carbonic anhydrases,CHEMBL3242; CHEMBL3594,0
CHEMBL4744108,2,1,Carbonic anhydrases,CHEMBL3242; CHEMBL3594,0
CHEMBL4744872,2,1,Carbonic anhydrases,CHEMBL3242; CHEMBL3594,0
CHEMBL4745131,2,1,Carbonic anhydrases,CHEMBL3242; CHEMBL3594,0
CHEMBL4745286,2,1,Carbonic anhydrases,CHEMBL3242; CHEMBL3594,0
CHEMBL4745846,2,1,Carbonic anhydrases,CHEMBL3242; CHEMBL3594,0
CHEMBL4746114,2,1,Carbonic anhydrases,CHEMBL3242; CHEMBL3594,0
CHEMBL4746453,2,1,Carbonic anhydrases,CHEMBL3242; CHEMBL3594,0
CHEMBL4746620,2,1,Carbonic anhydrases,CHEMBL3242; CHEMBL3594,0
CHEMBL4746701,2,1,Carbonic anhydrases,CHEMBL3242; CHEMBL3594,0
CHEMBL4747317,2,1,Carbonic anhydrases,CHEMBL3242; CHEMBL3594,0
CHEMBL4748050,2,1,Carbonic anhydrases,CHEMBL3242; CHEMBL3594,0
CHEMBL4749871,2,1,Carbonic anhydrases,CHEMBL3242; CHEMBL3594,0
CHEMBL4750586,2,1,Carbonic anhydrases,CHEMBL3242; CHEMBL3594,0
CHEMBL4750666,2,1,Carbonic anhydrases,CHEMBL3242; CHEMBL3594,0
CHEMBL4751341,2,1,Carbonic anhydrases,CHEMBL3242; CHEMBL3594,0
CHEMBL4751815,2,1,Monoamine oxidases,CHEMBL1951; CHEMBL2039,0
CHEMBL4751864,2,1,Carbonic anhydrases,CHEMBL3242; CHEMBL3594,0
CHEMBL4753209,2,1,Carbonic anhydrases,CHEMBL3242; CHEMBL3594,0
CHEMBL4753939,2,1,Carbonic anhydrases,CHEMBL3242; CHEMBL3594,0
CHEMBL4754135,2,1,Carbonic anhydrases,CHEMBL3242; CHEMBL3594,0
CHEMBL4757941,2,1,Carbonic anhydrases,CHEMBL3242; CHEMBL3594,0
CHEMBL475989,2,1,Nuclear receptors,CHEMBL235; CHEMBL239,0
CHEMBL4760153,2,1,Carbonic anhydrases,CHEMBL3242; CHEMBL3594,0
CHEMBL4760259,2,1,Carbonic anhydrases,CHEMBL3242; CHEMBL3594,0
CHEMBL4760577,2,1,Carbonic anhydrases,CHEMBL3242; CHEMBL3594,0
CHEMBL4760827,2,1,Carbonic anhydrases,CHEMBL3242; CHEMBL3594,0
CHEMBL4761022,2,1,Carbonic anhydrases,CHEMBL3242; CHEMBL3594,0
CHEMBL4761249,2,1,Carbonic anhydrases,CHEMBL3242; CHEMBL3594,0
CHEMBL4762118,2,1,Carbonic anhydrases,CHEMBL3242; CHEMBL3594,0
CHEMBL4762423,2,1,Carbonic anhydrases,CHEMBL3242; CHEMBL3594,0
CHEMBL4762927,2,1,Carbonic anhydrases,CHEMBL3242; CHEMBL3594,0
CHEMBL4776848,2,1,Carbonic anhydrases,CHEMBL3242; CHEMBL3594,0
CHEMBL4778031,2,1,Carbonic anhydrases,CHEMBL3242; CHEMBL3594,0
CHEMBL4778607,2,1,Carbonic anhydrases,CHEMBL3242; CHEMBL3594,0
CHEMBL4779637,2,1,Carbonic anhydrases,CHEMBL3242; CHEMBL3594,0
CHEMBL4780710,2,1,Carbonic anhydrases,CHEMBL3242; CHEMBL3594,0
CHEMBL4781169,2,1,Carbonic anhydrases,CHEMBL3242; CHEMBL3594,0
CHEMBL478193,2,1,Cholinesterases,CHEMBL4768; CHEMBL5763,0
CHEMBL4781945,2,1,Carbonic anhydrases,CHEMBL3242; CHEMBL3594,0
CHEMBL4782231,2,1,Carbonic anhydrases,CHEMBL3242; CHEMBL3594,0
CHEMBL4782287,2,1,Carbonic anhydrases,CHEMBL3242; CHEMBL3594,0
CHEMBL4783964,2,1,Carbonic anhydrases,CHEMBL3242; CHEMBL3594,0
CHEMBL4784089,2,1,G protein-coupled receptors,CHEMBL214; CHEMBL3155,0
CHEMBL4784235,2,1,Carbonic anhydrases,CHEMBL3242; CHEMBL3594,0
CHEMBL4786964,2,1,Carbonic anhydrases,CHEMBL3242; CHEMBL3594,0
CHEMBL4790017,2,1,Carbonic anhydrases,CHEMBL3242; CHEMBL3594,0
CHEMBL4791042,2,1,Carbonic anhydrases,CHEMBL3242; CHEMBL3594,0
CHEMBL4792125,2,1,Carbonic anhydrases,CHEMBL3242; CHEMBL3594,0
CHEMBL4792307,2,1,G protein-coupled receptors,CHEMBL214; CHEMBL3155,0
CHEMBL4793433,2,1,Carbonic anhydrases,CHEMBL3242; CHEMBL3594,0
CHEMBL4794446,2,1,Carbonic anhydrases,CHEMBL3242; CHEMBL3594,0
CHEMBL4795202,2,1,Carbonic anhydrases,CHEMBL3242; CHEMBL3594,0
CHEMBL4796142,2,1,Carbonic anhydrases,CHEMBL3242; CHEMBL3594,0
CHEMBL4798301,2,1,Carbonic anhydrases,CHEMBL3242; CHEMBL3594,0
CHEMBL4798303,2,1,Carbonic anhydrases,CHEMBL3242; CHEMBL3594,0
CHEMBL4799424,2,1,Carbonic anhydrases,CHEMBL3242; CHEMBL3594,0
CHEMBL4800433,2,1,Carbonic anhydrases,CHEMBL3242; CHEMBL3594,0
CHEMBL484410,2,1,Monoamine oxidases,CHEMBL1951; CHEMBL2039,0
CHEMBL4845679,2,1,Other/unclassified,CHEMBL4879514; CHEMBL4879518,0
CHEMBL4846991,2,1,G protein-coupled receptors,CHEMBL218; CHEMBL253,0
CHEMBL484769,2,1,Monoamine oxidases,CHEMBL1951; CHEMBL2039,0
CHEMBL4847717,2,1,Other/unclassified,CHEMBL4879514; CHEMBL4879518,0
CHEMBL4847976,2,1,G protein-coupled receptors,CHEMBL218; CHEMBL253,0
CHEMBL4848538,2,1,Other/unclassified,CHEMBL4879514; CHEMBL4879518,0
CHEMBL4849771,2,1,Other/unclassified,CHEMBL4879514; CHEMBL4879518,0
CHEMBL4850282,2,1,Other/unclassified,CHEMBL4879514; CHEMBL4879518,0
CHEMBL4851243,2,1,Other/unclassified,CHEMBL4879514; CHEMBL4879518,0
CHEMBL4851364,2,1,Other/unclassified,CHEMBL4879514; CHEMBL4879518,0
CHEMBL4851652,2,1,Other/unclassified,CHEMBL4879514; CHEMBL4879518,0
CHEMBL4851932,2,1,Other/unclassified,CHEMBL4879514; CHEMBL4879518,0
CHEMBL4852281,2,1,Other/unclassified,CHEMBL4879514; CHEMBL4879518,0
CHEMBL4852553,2,1,G protein-coupled receptors,CHEMBL218; CHEMBL253,0
CHEMBL4853160,2,1,Other/unclassified,CHEMBL4879514; CHEMBL4879518,0
CHEMBL4853950,2,1,Other/unclassified,CHEMBL4879514; CHEMBL4879518,0
CHEMBL4853955,2,1,Other/unclassified,CHEMBL4879514; CHEMBL4879518,0
CHEMBL4854132,2,1,Other/unclassified,CHEMBL4879514; CHEMBL4879518,0
CHEMBL4855220,2,1,Other/unclassified,CHEMBL4879514; CHEMBL4879518,0
CHEMBL4856665,2,1,Other/unclassified,CHEMBL4879514; CHEMBL4879518,0
CHEMBL4856823,2,1,Other/unclassified,CHEMBL4879514; CHEMBL4879518,0
CHEMBL4858470,2,1,Other/unclassified,CHEMBL4879514; CHEMBL4879518,0
CHEMBL4859492,2,1,Other/unclassified,CHEMBL4879514; CHEMBL4879518,0
CHEMBL4860350,2,1,Other/unclassified,CHEMBL4879514; CHEMBL4879518,0
CHEMBL4860932,2,1,Other/unclassified,CHEMBL4879514; CHEMBL4879518,0
CHEMBL4861964,2,1,Other/unclassified,CHEMBL4879514; CHEMBL4879518,0
CHEMBL4862930,2,1,G protein-coupled receptors,CHEMBL218; CHEMBL253,0
CHEMBL4864565,2,1,Other/unclassified,CHEMBL4879514; CHEMBL4879518,0
CHEMBL4864988,2,1,Other/unclassified,CHEMBL4879514; CHEMBL4879518,0
CHEMBL4865071,2,1,Other/unclassified,CHEMBL4879514; CHEMBL4879518,0
CHEMBL4865520,2,1,Other enzymes,CHEMBL247; CHEMBL3471,0
CHEMBL4865705,2,1,Other/unclassified,CHEMBL4879514; CHEMBL4879518,0
CHEMBL4867343,2,1,Other/unclassified,CHEMBL4879514; CHEMBL4879518,0
CHEMBL4867617,2,1,Other/unclassified,CHEMBL4879514; CHEMBL4879518,0
CHEMBL4867942,2,1,Other/unclassified,CHEMBL4879514; CHEMBL4879518,0
CHEMBL4868774,2,1,Other/unclassified,CHEMBL4879514; CHEMBL4879518,0
CHEMBL4869659,2,1,Other/unclassified,CHEMBL4879514; CHEMBL4879518,0
CHEMBL487050,2,1,Monoamine oxidases,CHEMBL1951; CHEMBL2039,0
CHEMBL487071,2,1,Monoamine oxidases,CHEMBL1951; CHEMBL2039,0
CHEMBL4871486,2,1,Other/unclassified,CHEMBL4879514; CHEMBL4879518,0
CHEMBL487235,2,1,Monoamine oxidases,CHEMBL1951; CHEMBL2039,0
CHEMBL4872970,2,1,Other/unclassified,CHEMBL4879514; CHEMBL4879518,0
CHEMBL4873678,2,1,Other/unclassified,CHEMBL4879514; CHEMBL4879518,0
CHEMBL4873913,2,1,Other/unclassified,CHEMBL4879514; CHEMBL4879518,0
CHEMBL4875883,2,1,Other/unclassified,CHEMBL4879514; CHEMBL4879518,0
CHEMBL4875925,2,1,Other/unclassified,CHEMBL4879514; CHEMBL4879518,0
CHEMBL4876107,2,1,Other/unclassified,CHEMBL4879514; CHEMBL4879518,0
CHEMBL4876524,2,1,Other/unclassified,CHEMBL4879514; CHEMBL4879518,0
CHEMBL487711,2,1,Carbonic anhydrases,CHEMBL3242; CHEMBL3594,0
CHEMBL4877653,2,1,G protein-coupled receptors,CHEMBL218; CHEMBL253,0
CHEMBL4877664,2,1,Other/unclassified,CHEMBL4879514; CHEMBL4879518,0
CHEMBL4878531,2,1,Other/unclassified,CHEMBL4879514; CHEMBL4879518,0
CHEMBL4878621,2,1,Other/unclassified,CHEMBL4879514; CHEMBL4879518,0
CHEMBL4878719,2,1,Other/unclassified,CHEMBL4879514; CHEMBL4879518,0
CHEMBL4879193,2,1,Other/unclassified,CHEMBL4879514; CHEMBL4879518,0
CHEMBL488063,2,1,Monoamine oxidases,CHEMBL1951; CHEMBL2039,0
CHEMBL488072,2,1,Monoamine oxidases,CHEMBL1951; CHEMBL2039,0
CHEMBL488073,2,1,Monoamine oxidases,CHEMBL1951; CHEMBL2039,0
CHEMBL488074,2,1,Monoamine oxidases,CHEMBL1951; CHEMBL2039,0
CHEMBL488075,2,1,Monoamine oxidases,CHEMBL1951; CHEMBL2039,0
CHEMBL488076,2,1,Monoamine oxidases,CHEMBL1951; CHEMBL2039,0
CHEMBL488916,2,1,Monoamine oxidases,CHEMBL1951; CHEMBL2039,0
CHEMBL488917,2,1,Monoamine oxidases,CHEMBL1951; CHEMBL2039,0
CHEMBL499266,2,1,Monoamine oxidases,CHEMBL1951; CHEMBL2039,0
CHEMBL500683,2,1,Monoamine oxidases,CHEMBL1951; CHEMBL2039,0
CHEMBL504356,2,1,Monoamine oxidases,CHEMBL1951; CHEMBL2039,0
CHEMBL505327,2,1,G protein-coupled receptors,CHEMBL253; CHEMBL3571,0
CHEMBL5085564,2,1,Other enzymes,CHEMBL230; CHEMBL2949,0
CHEMBL508793,2,1,Monoamine oxidases,CHEMBL1951; CHEMBL2039,0
CHEMBL511304,2,1,G protein-coupled receptors,CHEMBL253; CHEMBL3571,0
CHEMBL511789,2,1,Monoamine oxidases,CHEMBL1951; CHEMBL2039,0
CHEMBL511966,2,1,Monoamine oxidases,CHEMBL1951; CHEMBL2039,0
CHEMBL511967,2,1,Monoamine oxidases,CHEMBL1951; CHEMBL2039,0
CHEMBL512703,2,1,Monoamine oxidases,CHEMBL1951; CHEMBL2039,0
CHEMBL512719,2,1,Monoamine oxidases,CHEMBL1951; CHEMBL2039,0
CHEMBL512843,2,1,Monoamine oxidases,CHEMBL1951; CHEMBL2039,0
CHEMBL513034,2,1,G protein-coupled receptors,CHEMBL253; CHEMBL3571,0
CHEMBL513209,2,1,Monoamine oxidases,CHEMBL1951; CHEMBL2039,0
CHEMBL513549,2,1,Monoamine oxidases,CHEMBL1951; CHEMBL2039,0
CHEMBL513763,2,1,G protein-coupled receptors,CHEMBL1075322; CHEMBL3571,0
CHEMBL514381,2,1,Nuclear receptors,CHEMBL235; CHEMBL239,0
CHEMBL514534,2,1,Cholinesterases,CHEMBL4768; CHEMBL5763,0
CHEMBL514713,2,1,Nuclear receptors,CHEMBL235; CHEMBL239,0
CHEMBL515991,2,1,Nuclear receptors,CHEMBL235; CHEMBL239,0
CHEMBL5174251,2,1,Carbonic anhydrases,CHEMBL205; CHEMBL261,0
CHEMBL5178058,2,1,Nuclear receptors,CHEMBL206; CHEMBL242,0
CHEMBL5179974,2,1,Carbonic anhydrases,CHEMBL205; CHEMBL261,0
CHEMBL5180694,2,1,Carbonic anhydrases,CHEMBL205; CHEMBL261,0
CHEMBL5184399,2,1,Nuclear receptors,CHEMBL206; CHEMBL242,0
CHEMBL5187253,2,1,Nuclear receptors,CHEMBL206; CHEMBL242,0
CHEMBL5187730,2,1,Nuclear receptors,CHEMBL206; CHEMBL242,0
CHEMBL5191815,2,1,Kinases,CHEMBL2292; CHEMBL4036,0
CHEMBL5194812,2,1,Carbonic anhydrases,CHEMBL205; CHEMBL261,0
CHEMBL5195371,2,1,Nuclear receptors,CHEMBL206; CHEMBL242,0
CHEMBL5196340,2,1,Nuclear receptors,CHEMBL206; CHEMBL242,0
CHEMBL519678,2,1,Monoamine oxidases,CHEMBL1951; CHEMBL2039,0
CHEMBL5198828,2,1,Nuclear receptors,CHEMBL206; CHEMBL242,0
CHEMBL5199803,2,1,Nuclear receptors,CHEMBL206; CHEMBL242,0
CHEMBL520061,2,1,Monoamine oxidases,CHEMBL1951; CHEMBL2039,0
CHEMBL5209099,2,1,Nuclear receptors,CHEMBL206; CHEMBL242,0
CHEMBL5209359,2,1,G protein-coupled receptors,CHEMBL1945; CHEMBL1946,0
CHEMBL5209629,2,1,Ion channels and transporters,CHEMBL1838; CHEMBL1893,0
CHEMBL5218564,2,1,Carbonic anhydrases,CHEMBL3242; CHEMBL3594,0
CHEMBL5218572,2,1,Carbonic anhydrases,CHEMBL3242; CHEMBL3594,0
CHEMBL5218606,2,1,Carbonic anhydrases,CHEMBL3242; CHEMBL3594,0
CHEMBL5218672,2,1,Carbonic anhydrases,CHEMBL3242; CHEMBL3594,0
CHEMBL5218766,2,1,Carbonic anhydrases,CHEMBL3242; CHEMBL3594,0
CHEMBL5218778,2,1,Carbonic anhydrases,CHEMBL3242; CHEMBL3594,0
CHEMBL5218795,2,1,Carbonic anhydrases,CHEMBL3242; CHEMBL3594,0
CHEMBL5218799,2,1,Carbonic anhydrases,CHEMBL3242; CHEMBL3594,0
CHEMBL5218843,2,1,Carbonic anhydrases,CHEMBL3242; CHEMBL3594,0
CHEMBL5218919,2,1,Carbonic anhydrases,CHEMBL3242; CHEMBL3594,0
CHEMBL5219081,2,1,Carbonic anhydrases,CHEMBL3242; CHEMBL3594,0
CHEMBL5219141,2,1,Carbonic anhydrases,CHEMBL3242; CHEMBL3594,0
CHEMBL5219238,2,1,Carbonic anhydrases,CHEMBL3242; CHEMBL3594,0
CHEMBL5219651,2,1,Carbonic anhydrases,CHEMBL3242; CHEMBL3594,0
CHEMBL5219666,2,1,Carbonic anhydrases,CHEMBL3242; CHEMBL3594,0
CHEMBL5219785,2,1,Carbonic anhydrases,CHEMBL3242; CHEMBL3594,0
CHEMBL5219847,2,1,Carbonic anhydrases,CHEMBL3242; CHEMBL3594,0
