molecule_chembl_id,target_chembl_id,record_count,canonical_smiles,target_name,target_organism,uniprot_accession,endpoint_types,dominant_endpoint,doi_count,year_min,year_max,pchembl_min,pchembl_max,pchembl_range
CHEMBL315046,CHEMBL321,1,NC(=O)C(Cc1c[nH]c2ccccc12)N(N)C(=O)C(CCCc1ccccc1)CP(=O)(O)C(Cc1ccccc1)NC(=O)c1cc2cc(Cl)cc(Cl)c2oc1=O,Matrix metalloproteinase-9,Homo sapiens,Q9UDK2,Ki,Ki,1,1999,1999,6.96,6.96,0.0
CHEMBL315046,CHEMBL333,1,NC(=O)C(Cc1c[nH]c2ccccc12)N(N)C(=O)C(CCCc1ccccc1)CP(=O)(O)C(Cc1ccccc1)NC(=O)c1cc2cc(Cl)cc(Cl)c2oc1=O,72 kDa type IV collagenase,Homo sapiens,Q9UCJ8,Ki,Ki,1,1999,1999,7.0,7.0,0.0
CHEMBL315046,CHEMBL3412,1,NC(=O)C(Cc1c[nH]c2ccccc12)N(N)C(=O)C(CCCc1ccccc1)CP(=O)(O)C(Cc1ccccc1)NC(=O)c1cc2cc(Cl)cc(Cl)c2oc1=O,Stromelysin-3,Mus musculus,Q02853,Ki,Ki,1,1999,1999,8.3,8.3,0.0
CHEMBL315046,CHEMBL3869,1,NC(=O)C(Cc1c[nH]c2ccccc12)N(N)C(=O)C(CCCc1ccccc1)CP(=O)(O)C(Cc1ccccc1)NC(=O)c1cc2cc(Cl)cc(Cl)c2oc1=O,Matrix metalloproteinase-14,Homo sapiens,Q92678,Ki,Ki,1,1999,1999,6.66,6.66,0.0
CHEMBL315046,CHEMBL4588,1,NC(=O)C(Cc1c[nH]c2ccccc12)N(N)C(=O)C(CCCc1ccccc1)CP(=O)(O)C(Cc1ccccc1)NC(=O)c1cc2cc(Cl)cc(Cl)c2oc1=O,Neutrophil collagenase,Homo sapiens,Q45F99,Ki,Ki,1,1999,1999,7.77,7.77,0.0
CHEMBL315189,CHEMBL243,1,O=c1oc2ccccc2c(O)c1CCCN(c1ccccc1)c1ccc(F)cc1,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,Q72874,IC50,IC50,1,1994,1994,5.26,5.26,0.0
CHEMBL316148,CHEMBL3314,1,CC(C)OC(=O)c1cc2cc(CCl)ccc2oc1=O,Chymotrypsinogen A,Bos taurus,P00766,Ki,Ki,1,1996,1996,4.8,4.8,0.0
CHEMBL317599,CHEMBL3594,1,Cc1ccc(-n2nc(C)c3c(=O)oc4ccccc4c32)cc1,Carbonic anhydrase 9,Homo sapiens,Q5T4R1,Ki,Ki,1,2018,2018,7.65,7.65,0.0
CHEMBL3189581,CHEMBL1741163,1,C/C(=N/NC(=O)c1ccncc1)c1cc2ccc(O)cc2oc1=O,ORF 73,Human herpesvirus 8,O40947,AC50,AC50,0,,,6.26,6.26,0.0
CHEMBL3190775,CHEMBL1293228,1,CC1(C)Oc2ccc3ccc(=O)oc3c2C(/C=N/NC(N)=S)=C1O,Streptokinase A,Streptococcus pyogenes serotype M1,Q48WH3,EC50,EC50,0,,,5.12,5.12,0.0
CHEMBL3192708,CHEMBL1741179,1,CC1(C)Oc2ccc3ccc(=O)oc3c2C(/C=N/CCO)=C1O,DNA dC->dU-editing enzyme APOBEC-3A,Homo sapiens,Q9UH18,IC50,IC50,0,,,5.61,5.61,0.0
CHEMBL3192708,CHEMBL1741217,1,CC1(C)Oc2ccc3ccc(=O)oc3c2C(/C=N/CCO)=C1O,DNA dC->dU-editing enzyme APOBEC-3G,Homo sapiens,Q9HC16,IC50,IC50,0,,,5.17,5.17,0.0
CHEMBL3192879,CHEMBL5511,1,Cc1cc(=O)oc2cc(OCC(=O)N/N=C/c3cc([N+](=O)[O-])ccc3O)ccc12,Dual specificity protein phosphatase 6,Rattus norvegicus,Q64346,IC50,IC50,0,,,4.62,4.62,0.0
CHEMBL3193444,CHEMBL1741171,1,C/C(=N\NC(=O)CC#N)c1cc2ccccc2oc1=O,Protein RecA,Mycobacterium tuberculosis,P9WHJ3,EC50,EC50,0,,,5.53,5.53,0.0
CHEMBL3193444,CHEMBL1741192,1,C/C(=N\NC(=O)CC#N)c1cc2ccccc2oc1=O,Replicative DNA helicase DnaB,Mycobacterium tuberculosis,P9WMR3,AC50,AC50,0,,,5.46,5.46,0.0
CHEMBL3193979,CHEMBL1741189,1,CC/C(C)=N/Nc1nc(-c2cc3cccc(OC)c3oc2=O)cs1,FAD-linked sulfhydryl oxidase ALR,Homo sapiens,Q9UK40,AC50,AC50,0,,,7.04,7.04,0.0
CHEMBL3194001,CHEMBL1795093,1,COc1ccc(OCCNc2c([N+](=O)[O-])c(=O)oc3ccccc23)cc1,Apoptotic protease-activating factor 1,Homo sapiens,Q9UNC9,IC50,IC50,0,,,5.34,5.34,0.0
CHEMBL3196338,CHEMBL5939,1,C/C(=N\NC(=O)CC#N)c1cc2ccc(O)cc2oc1=O,Endoplasmic reticulum aminopeptidase 1,Homo sapiens,Q9UKY2,AC50,AC50,0,,,5.2,5.2,0.0
CHEMBL320251,CHEMBL220,1,Cc1c(C)c2ccc(OCc3cccc(N)c3)cc2oc1=O,Acetylcholinesterase,Homo sapiens,Q9BXP7,IC50,IC50,1,2018,2018,5.52,5.52,0.0
CHEMBL3208377,CHEMBL3356,1,CCCCNc1cc(=O)oc2ccccc12,Cytochrome P450 1A2,Homo sapiens,Q9UK49,AC50,AC50,0,,,6.15,6.15,0.0
CHEMBL3208377,CHEMBL3397,1,CCCCNc1cc(=O)oc2ccccc12,Cytochrome P450 2C9,Homo sapiens,Q8WW80,AC50,AC50,0,,,5.2,5.2,0.0
CHEMBL3208377,CHEMBL340,1,CCCCNc1cc(=O)oc2ccccc12,Cytochrome P450 3A4,Homo sapiens,P08684,AC50,AC50,0,,,4.75,4.75,0.0
CHEMBL3208377,CHEMBL3622,1,CCCCNc1cc(=O)oc2ccccc12,Cytochrome P450 2C19,Homo sapiens,Q9UCD4,AC50,AC50,0,,,4.6,4.6,0.0
CHEMBL3208377,CHEMBL5508,1,CCCCNc1cc(=O)oc2ccccc12,Dual specificity tyrosine-phosphorylation-regulated kinase 1A,Rattus norvegicus,Q63470,AC50,AC50,0,,,5.0,5.0,0.0
CHEMBL3208526,CHEMBL289,1,CC(=O)Nc1c(NCC(C)C)c2ccccc2oc1=O,Cytochrome P450 2D6,Homo sapiens,Q6NXU8,AC50,AC50,0,,,5.95,5.95,0.0
CHEMBL3208526,CHEMBL3356,1,CC(=O)Nc1c(NCC(C)C)c2ccccc2oc1=O,Cytochrome P450 1A2,Homo sapiens,Q9UK49,AC50,AC50,0,,,4.9,4.9,0.0
CHEMBL3208526,CHEMBL3622,1,CC(=O)Nc1c(NCC(C)C)c2ccccc2oc1=O,Cytochrome P450 2C19,Homo sapiens,Q9UCD4,AC50,AC50,0,,,4.55,4.55,0.0
CHEMBL32097,CHEMBL3943,1,O=c1oc2cc(OCC(O)CN3CCN(Cc4ccc(Cl)cc4)CC3)ccc2c(O)c1[N+](=O)[O-],Histamine H1 receptor,Cavia porcellus,P31389,Kd,Kd,1,1984,1984,8.3,8.3,0.0
CHEMBL3219184,CHEMBL2378,1,O=C(CCC(=O)NC1CCCC1)Nc1nc(-c2cc3ccccc3oc2=O)cs1,M-phase inducer phosphatase 3,Homo sapiens,Q9H2F1,IC50,IC50,1,2013,2013,5.03,5.03,0.0
CHEMBL3219184,CHEMBL2635,1,O=C(CCC(=O)NC1CCCC1)Nc1nc(-c2cc3ccccc3oc2=O)cs1,Dual specificity protein phosphatase 3,Homo sapiens,Q8IYJ9,IC50,IC50,1,2013,2013,4.6,4.6,0.0
CHEMBL3219184,CHEMBL3775,1,O=C(CCC(=O)NC1CCCC1)Nc1nc(-c2cc3ccccc3oc2=O)cs1,M-phase inducer phosphatase 1,Homo sapiens,Q9H2F2,IC50,IC50,1,2013,2013,4.91,4.91,0.0
CHEMBL3219184,CHEMBL4804,1,O=C(CCC(=O)NC1CCCC1)Nc1nc(-c2cc3ccccc3oc2=O)cs1,M-phase inducer phosphatase 2,Homo sapiens,Q9BRA6,IC50,IC50,1,2013,2013,5.23,5.23,0.0
CHEMBL3219185,CHEMBL2378,1,O=C(CCC(=O)Nc1nc(-c2cc3ccccc3oc2=O)cs1)NCc1ccc2c(c1)OCO2,M-phase inducer phosphatase 3,Homo sapiens,Q9H2F1,IC50,IC50,1,2013,2013,5.09,5.09,0.0
CHEMBL3219185,CHEMBL2635,1,O=C(CCC(=O)Nc1nc(-c2cc3ccccc3oc2=O)cs1)NCc1ccc2c(c1)OCO2,Dual specificity protein phosphatase 3,Homo sapiens,Q8IYJ9,IC50,IC50,1,2013,2013,4.77,4.77,0.0
CHEMBL3219185,CHEMBL3775,1,O=C(CCC(=O)Nc1nc(-c2cc3ccccc3oc2=O)cs1)NCc1ccc2c(c1)OCO2,M-phase inducer phosphatase 1,Homo sapiens,Q9H2F2,IC50,IC50,1,2013,2013,4.7,4.7,0.0
CHEMBL3219185,CHEMBL4804,1,O=C(CCC(=O)Nc1nc(-c2cc3ccccc3oc2=O)cs1)NCc1ccc2c(c1)OCO2,M-phase inducer phosphatase 2,Homo sapiens,Q9BRA6,IC50,IC50,1,2013,2013,6.05,6.05,0.0
CHEMBL3219197,CHEMBL1951,1,C/C(=N\Nc1nc(-c2ccc3ccccc3c2)cs1)c1cc2ccccc2oc1=O,Amine oxidase [flavin-containing] A,Homo sapiens,Q16426,IC50,IC50,1,2010,2010,5.19,5.19,0.0
CHEMBL3219197,CHEMBL2039,1,C/C(=N\Nc1nc(-c2ccc3ccccc3c2)cs1)c1cc2ccccc2oc1=O,Amine oxidase [flavin-containing] B,Homo sapiens,Q7Z6S2,IC50,IC50,1,2010,2010,4.96,4.96,0.0
CHEMBL3219490,CHEMBL1951,1,Cc1sc(N/N=C/c2cc3ccccc3oc2=O)nc1-c1ccccc1,Amine oxidase [flavin-containing] A,Homo sapiens,Q16426,IC50,IC50,1,2010,2010,5.04,5.04,0.0
CHEMBL3219490,CHEMBL2039,1,Cc1sc(N/N=C/c2cc3ccccc3oc2=O)nc1-c1ccccc1,Amine oxidase [flavin-containing] B,Homo sapiens,Q7Z6S2,IC50,IC50,1,2010,2010,5.52,5.52,0.0
CHEMBL3220507,CHEMBL1951,1,Cc1ccc(C(=O)Nc2cc3cc(C)ccc3oc2=O)cc1,Amine oxidase [flavin-containing] A,Homo sapiens,Q16426,IC50,IC50,1,2012,2012,4.34,4.34,0.0
CHEMBL3220507,CHEMBL2039,1,Cc1ccc(C(=O)Nc2cc3cc(C)ccc3oc2=O)cc1,Amine oxidase [flavin-containing] B,Homo sapiens,Q7Z6S2,IC50,IC50,1,2012,2012,6.77,6.77,0.0
CHEMBL3220507,CHEMBL220,1,Cc1ccc(C(=O)Nc2cc3cc(C)ccc3oc2=O)cc1,Acetylcholinesterase,Homo sapiens,Q9BXP7,IC50,IC50,1,2012,2012,4.38,4.38,0.0
CHEMBL3220508,CHEMBL2039,1,COc1ccc(C(=O)Nc2cc3ccccc3oc2=O)cc1,Amine oxidase [flavin-containing] B,Homo sapiens,Q7Z6S2,IC50,IC50,1,2012,2012,4.52,4.52,0.0
CHEMBL3220508,CHEMBL220,1,COc1ccc(C(=O)Nc2cc3ccccc3oc2=O)cc1,Acetylcholinesterase,Homo sapiens,Q9BXP7,IC50,IC50,1,2012,2012,4.16,4.16,0.0
CHEMBL3220509,CHEMBL2039,1,O=C(Nc1cc2ccccc2oc1=O)c1ccc(Cl)cc1,Amine oxidase [flavin-containing] B,Homo sapiens,Q7Z6S2,IC50,IC50,1,2012,2012,5.71,5.71,0.0
CHEMBL3220509,CHEMBL220,1,O=C(Nc1cc2ccccc2oc1=O)c1ccc(Cl)cc1,Acetylcholinesterase,Homo sapiens,Q9BXP7,IC50,IC50,1,2012,2012,4.73,4.73,0.0
CHEMBL3220510,CHEMBL220,1,O=C(Nc1cc2ccccc2oc1=O)c1ccc([N+](=O)[O-])cc1,Acetylcholinesterase,Homo sapiens,Q9BXP7,IC50,IC50,1,2012,2012,4.89,4.89,0.0
CHEMBL3220511,CHEMBL2039,1,COc1ccc(C(=O)Nc2cc3ccccc3oc2=O)cc1OC,Amine oxidase [flavin-containing] B,Homo sapiens,Q7Z6S2,IC50,IC50,1,2012,2012,4.23,4.23,0.0
CHEMBL3220512,CHEMBL2039,1,COc1cc(C(=O)Nc2cc3ccccc3oc2=O)cc(OC)c1OC,Amine oxidase [flavin-containing] B,Homo sapiens,Q7Z6S2,IC50,IC50,1,2012,2012,4.14,4.14,0.0
CHEMBL3220513,CHEMBL2039,1,O=C(Nc1cc2ccccc2oc1=O)c1ccc(Cl)c(Cl)c1,Amine oxidase [flavin-containing] B,Homo sapiens,Q7Z6S2,IC50,IC50,1,2012,2012,5.22,5.22,0.0
CHEMBL3220513,CHEMBL220,1,O=C(Nc1cc2ccccc2oc1=O)c1ccc(Cl)c(Cl)c1,Acetylcholinesterase,Homo sapiens,Q9BXP7,IC50,IC50,1,2012,2012,4.82,4.82,0.0
CHEMBL322966,CHEMBL4801,1,CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](C)C(=O)NC(CC(=O)O)C(=O)COc1ccc2ccc(=O)oc2c1,Caspase-1,Homo sapiens,Q9UCN3,IC50,IC50,1,2000,2000,7.77,7.77,0.0
CHEMBL3235990,CHEMBL288,1,COc1cc2oc(=O)ccc2c(OC)c1C[C@H](OC(=O)[C@]1(O)C[C@@H](O)[C@@H](O)[C@H](OC(=O)/C=C/c2ccc(O)c(O)c2)C1)C(C)(C)O,"3',5'-cyclic-AMP phosphodiesterase 4D",Homo sapiens,Q08499,IC50,IC50,1,2014,2014,4.78,4.78,0.0
CHEMBL3235991,CHEMBL288,1,COc1cc(O)c(/C=C/C(=O)O[C@@H](Cc2c(OC)cc3oc(=O)ccc3c2OC)C(C)(C)O)c(OC)c1CC=C(C)C,"3',5'-cyclic-AMP phosphodiesterase 4D",Homo sapiens,Q08499,IC50,IC50,1,2014,2014,5.11,5.11,0.0
CHEMBL3235992,CHEMBL288,1,COc1cc(OC)c2ccc(=O)oc2c1/C=C/[C@H]1C[C@@H](C=C(C)C)c2c(c3ccccc3n(C)c2=O)O1,"3',5'-cyclic-AMP phosphodiesterase 4D",Homo sapiens,Q08499,IC50,IC50,1,2014,2014,6.85,6.85,0.0
CHEMBL3235993,CHEMBL288,1,COc1cc2c(c3oc(=O)ccc13)CCC(C)(C)O2,"3',5'-cyclic-AMP phosphodiesterase 4D",Homo sapiens,Q08499,IC50,IC50,1,2014,2014,5.66,5.66,0.0
CHEMBL3235994,CHEMBL288,1,COc1cc2ccc(=O)oc2c2c1OC(C)(C)CC2,"3',5'-cyclic-AMP phosphodiesterase 4D",Homo sapiens,Q08499,IC50,IC50,1,2014,2014,5.82,5.82,0.0
CHEMBL3235995,CHEMBL288,1,CC1(C)C=Cc2c(c(O)cc3ccc(=O)oc23)O1,"3',5'-cyclic-AMP phosphodiesterase 4D",Homo sapiens,Q08499,IC50,IC50,1,2014,2014,5.62,5.62,0.0
CHEMBL3235996,CHEMBL288,1,COc1cc2oc(=O)ccc2c(OC)c1CC=C(C)C,"3',5'-cyclic-AMP phosphodiesterase 4D",Homo sapiens,Q08499,IC50,IC50,1,2014,2014,5.0,5.0,0.0
CHEMBL3235997,CHEMBL288,1,COc1cc2oc(=O)ccc2c(OC)c1CCC(C)C,"3',5'-cyclic-AMP phosphodiesterase 4D",Homo sapiens,Q08499,IC50,IC50,1,2014,2014,4.94,4.94,0.0
CHEMBL3235998,CHEMBL288,1,COc1cc(OC)c2ccc(=O)oc2c1CC=C(C)C,"3',5'-cyclic-AMP phosphodiesterase 4D",Homo sapiens,Q08499,IC50,IC50,1,2014,2014,5.17,5.17,0.0
CHEMBL3235999,CHEMBL288,1,COc1cc(OC)c2ccc(=O)oc2c1CCC(C)C,"3',5'-cyclic-AMP phosphodiesterase 4D",Homo sapiens,Q08499,IC50,IC50,1,2014,2014,4.99,4.99,0.0
CHEMBL3236000,CHEMBL288,1,COC1=CC(=O)c2cc(C)cc(-c3c(OC)cc(OC)c4ccc(=O)oc34)c2C1=O,"3',5'-cyclic-AMP phosphodiesterase 4D",Homo sapiens,Q08499,IC50,IC50,1,2014,2014,5.26,5.26,0.0
CHEMBL3237500,CHEMBL2283,1,NS(=O)(=O)c1cccc(NC(=S)NC(=O)c2cc3ccccc3oc2=O)c1,Carbonic anhydrase 2,Bos taurus,Q865Y7,IC50,IC50,1,2014,2014,4.87,4.87,0.0
CHEMBL3237501,CHEMBL2283,1,NS(=O)(=O)c1ccc(NC(=S)NC(=O)c2cc3ccccc3oc2=O)cc1,Carbonic anhydrase 2,Bos taurus,Q865Y7,IC50,IC50,1,2014,2014,4.95,4.95,0.0
CHEMBL325761,CHEMBL1951,1,Cc1c(C)c2ccc(OCc3ccc(F)c(F)c3)cc2oc1=O,Amine oxidase [flavin-containing] A,Homo sapiens,Q16426,IC50,IC50,1,2015,2015,6.91,6.91,0.0
CHEMBL325761,CHEMBL220,1,Cc1c(C)c2ccc(OCc3ccc(F)c(F)c3)cc2oc1=O,Acetylcholinesterase,Homo sapiens,Q9BXP7,IC50,IC50,1,2018,2018,5.52,5.52,0.0
CHEMBL325841,CHEMBL1293251,1,O=c1cc(-c2ccccc2)c2ccc(O)cc2o1,ATP-dependent molecular chaperone HSP82,Candida albicans (strain WO-1) (Yeast),C4YTQ8,EC50,EC50,0,,,5.45,5.45,0.0
CHEMBL325841,CHEMBL1900,1,O=c1cc(-c2ccccc2)c2ccc(O)cc2o1,Aldo-keto reductase family 1 member B1,Homo sapiens,P15121,IC50,IC50,1,2010,2010,5.62,5.62,0.0
CHEMBL325841,CHEMBL1935,1,O=c1cc(-c2ccccc2)c2ccc(O)cc2o1,"Aldehyde dehydrogenase, mitochondrial",Homo sapiens,Q6IV71,IC50,IC50,1,2001,2001,5.82,5.82,0.0
CHEMBL325841,CHEMBL2275,1,O=c1cc(-c2ccccc2)c2ccc(O)cc2o1,Sorbitol dehydrogenase,Homo sapiens,Q9UMD6,IC50,IC50,1,2010,2010,4.15,4.15,0.0
CHEMBL325841,CHEMBL3242,1,O=c1cc(-c2ccccc2)c2ccc(O)cc2o1,Carbonic anhydrase 12,Homo sapiens,Q9BWG2,Ki,Ki,1,2018,2018,7.04,7.04,0.0
CHEMBL325841,CHEMBL3594,1,O=c1cc(-c2ccccc2)c2ccc(O)cc2o1,Carbonic anhydrase 9,Homo sapiens,Q5T4R1,Ki,Ki,1,2018,2018,7.33,7.33,0.0
CHEMBL325841,CHEMBL4234,1,O=c1cc(-c2ccccc2)c2ccc(O)cc2o1,17-beta-hydroxysteroid dehydrogenase type 3,Homo sapiens,Q5U0Q6,IC50,IC50,1,2010,2010,6.0,6.0,0.0
CHEMBL325864,CHEMBL4630869,1,COc1cc2ccc(=O)oc2cc1OC,Collagenase ColH,Hathewaya histolytica,Q46085,IC50,IC50,1,2022,2022,7.62,7.62,0.0
CHEMBL3259963,CHEMBL4153,1,CCN(CC)c1ccc2cc(/C=C/C3=[N+](CCCCCC(=O)NCCCCCCOc4cccc5c4CCCC5CCCN4CCN(C5CCCCC5)CC4)c4ccccc4C3(C)C)c(=O)oc2c1.[Br-],Sigma non-opioid intracellular receptor 1,Cavia porcellus,Q60492,Ki,Ki,1,2014,2014,6.63,6.63,0.0
CHEMBL3261198,CHEMBL2039,1,Cc1ccccc1NC(=O)c1cc2ccccc2oc1=O,Amine oxidase [flavin-containing] B,Homo sapiens,Q7Z6S2,IC50,IC50,1,2014,2014,5.53,5.53,0.0
CHEMBL3261199,CHEMBL2039,1,COc1ccccc1NC(=O)c1cc2ccccc2oc1=O,Amine oxidase [flavin-containing] B,Homo sapiens,Q7Z6S2,IC50,IC50,1,2014,2014,4.45,4.45,0.0
CHEMBL3261200,CHEMBL1951,1,O=C(NCCCN1CCOCC1)c1cc2cc(Br)cc(Br)c2oc1=O,Amine oxidase [flavin-containing] A,Homo sapiens,Q16426,IC50,IC50,1,2014,2014,4.49,4.49,0.0
CHEMBL3261200,CHEMBL2039,1,O=C(NCCCN1CCOCC1)c1cc2cc(Br)cc(Br)c2oc1=O,Amine oxidase [flavin-containing] B,Homo sapiens,Q7Z6S2,IC50,IC50,1,2014,2014,4.98,4.98,0.0
CHEMBL3261201,CHEMBL2039,1,Cc1ccccc1NC(=O)c1cc2cc(Br)cc(Br)c2oc1=O,Amine oxidase [flavin-containing] B,Homo sapiens,Q7Z6S2,IC50,IC50,1,2014,2014,5.33,5.33,0.0
CHEMBL3261202,CHEMBL2039,1,COc1ccccc1NC(=O)c1cc2cc(Br)cc(Br)c2oc1=O,Amine oxidase [flavin-containing] B,Homo sapiens,Q7Z6S2,IC50,IC50,1,2014,2014,4.7,4.7,0.0
CHEMBL3261203,CHEMBL2039,1,Cc1cccc(NC(=O)c2cc3cc(Br)cc(Br)c3oc2=O)c1,Amine oxidase [flavin-containing] B,Homo sapiens,Q7Z6S2,IC50,IC50,1,2014,2014,4.67,4.67,0.0
CHEMBL3261204,CHEMBL2039,1,O=C(Nc1cccc(C(F)(F)F)c1)c1cc2cc(Br)cc(Br)c2oc1=O,Amine oxidase [flavin-containing] B,Homo sapiens,Q7Z6S2,IC50,IC50,1,2014,2014,5.15,5.15,0.0
CHEMBL3261206,CHEMBL2039,1,O=C(NCCCN1CCOCC1)c1cc2cc([N+](=O)[O-])ccc2oc1=O,Amine oxidase [flavin-containing] B,Homo sapiens,Q7Z6S2,IC50,IC50,1,2014,2014,4.34,4.34,0.0
CHEMBL3261207,CHEMBL2039,1,Cc1ccccc1NC(=O)c1cc2cc([N+](=O)[O-])ccc2oc1=O,Amine oxidase [flavin-containing] B,Homo sapiens,Q7Z6S2,IC50,IC50,1,2014,2014,4.53,4.53,0.0
CHEMBL3261208,CHEMBL2039,1,COc1ccccc1NC(=O)c1cc2cc([N+](=O)[O-])ccc2oc1=O,Amine oxidase [flavin-containing] B,Homo sapiens,Q7Z6S2,IC50,IC50,1,2014,2014,4.3,4.3,0.0
CHEMBL3261209,CHEMBL2039,1,Cc1cccc(NC(=O)c2cc3cc([N+](=O)[O-])ccc3oc2=O)c1,Amine oxidase [flavin-containing] B,Homo sapiens,Q7Z6S2,IC50,IC50,1,2014,2014,4.41,4.41,0.0
CHEMBL3261210,CHEMBL2039,1,O=C(Nc1cccc(C(F)(F)F)c1)c1cc2cc([N+](=O)[O-])ccc2oc1=O,Amine oxidase [flavin-containing] B,Homo sapiens,Q7Z6S2,IC50,IC50,1,2014,2014,4.64,4.64,0.0
CHEMBL3261211,CHEMBL1951,1,CCCCCCN(CCCCCC)C(=O)c1cc2ccccc2oc1=O,Amine oxidase [flavin-containing] A,Homo sapiens,Q16426,IC50,IC50,1,2014,2014,4.85,4.85,0.0
CHEMBL3261211,CHEMBL2039,1,CCCCCCN(CCCCCC)C(=O)c1cc2ccccc2oc1=O,Amine oxidase [flavin-containing] B,Homo sapiens,Q7Z6S2,IC50,IC50,1,2014,2014,5.09,5.09,0.0
CHEMBL3261212,CHEMBL1951,1,CC(C)(C)NC(=O)c1cc2cc(Br)cc(Br)c2oc1=O,Amine oxidase [flavin-containing] A,Homo sapiens,Q16426,IC50,IC50,1,2014,2014,4.5,4.5,0.0
CHEMBL3261212,CHEMBL2039,1,CC(C)(C)NC(=O)c1cc2cc(Br)cc(Br)c2oc1=O,Amine oxidase [flavin-containing] B,Homo sapiens,Q7Z6S2,IC50,IC50,1,2014,2014,4.83,4.83,0.0
CHEMBL3261213,CHEMBL1951,1,CCC(C)NC(=O)c1cc2cc([N+](=O)[O-])ccc2oc1=O,Amine oxidase [flavin-containing] A,Homo sapiens,Q16426,IC50,IC50,1,2014,2014,4.43,4.43,0.0
CHEMBL3262899,CHEMBL3242,1,CC(=O)Oc1cc2ccc(=O)oc2cc1OC(C)=O,Carbonic anhydrase 12,Homo sapiens,Q9BWG2,Ki,Ki,1,2018,2018,7.32,7.32,0.0
CHEMBL3262899,CHEMBL3594,1,CC(=O)Oc1cc2ccc(=O)oc2cc1OC(C)=O,Carbonic anhydrase 9,Homo sapiens,Q5T4R1,Ki,Ki,1,2018,2018,6.93,6.93,0.0
CHEMBL3262900,CHEMBL3242,1,O=C(Oc1cc2ccc(=O)oc2cc1OC(=O)c1ccccc1)c1ccccc1,Carbonic anhydrase 12,Homo sapiens,Q9BWG2,Ki,Ki,1,2018,2018,6.53,6.53,0.0
CHEMBL3262900,CHEMBL3594,1,O=C(Oc1cc2ccc(=O)oc2cc1OC(=O)c1ccccc1)c1ccccc1,Carbonic anhydrase 9,Homo sapiens,Q5T4R1,Ki,Ki,1,2018,2018,7.42,7.42,0.0
CHEMBL3263995,CHEMBL1906,1,CNS(=O)(=O)Nc1cccc(Cc2c(C)c3ccc(OC(=O)N(C)C)cc3oc2=O)n1,RAF proto-oncogene serine/threonine-protein kinase,Homo sapiens,P04049,IC50,IC50,1,2014,2014,7.16,7.16,0.0
CHEMBL3263995,CHEMBL3587,1,CNS(=O)(=O)Nc1cccc(Cc2c(C)c3ccc(OC(=O)N(C)C)cc3oc2=O)n1,Dual specificity mitogen-activated protein kinase kinase 1,Homo sapiens,Q02750,IC50,IC50,1,2014,2014,6.96,6.96,0.0
CHEMBL3263996,CHEMBL1906,1,CNS(=O)(=O)Nc1cc(Cc2c(C)c3ccc(OC(=O)N(C)C)cc3oc2=O)ccn1,RAF proto-oncogene serine/threonine-protein kinase,Homo sapiens,P04049,IC50,IC50,1,2014,2014,7.5,7.5,0.0
CHEMBL3263996,CHEMBL3587,1,CNS(=O)(=O)Nc1cc(Cc2c(C)c3ccc(OC(=O)N(C)C)cc3oc2=O)ccn1,Dual specificity mitogen-activated protein kinase kinase 1,Homo sapiens,Q02750,IC50,IC50,1,2014,2014,7.0,7.0,0.0
CHEMBL3263998,CHEMBL1906,1,CNS(=O)(=O)Nc1ccnc(Cc2c(C)c3cc(C)c(OC(=O)N(C)C)cc3oc2=O)c1,RAF proto-oncogene serine/threonine-protein kinase,Homo sapiens,P04049,IC50,IC50,1,2014,2014,4.57,4.57,0.0
CHEMBL3263998,CHEMBL3587,1,CNS(=O)(=O)Nc1ccnc(Cc2c(C)c3cc(C)c(OC(=O)N(C)C)cc3oc2=O)c1,Dual specificity mitogen-activated protein kinase kinase 1,Homo sapiens,Q02750,IC50,IC50,1,2014,2014,4.43,4.43,0.0
CHEMBL3263999,CHEMBL1906,1,CNS(=O)(=O)Nc1nccc(Cc2c(C)c3ccc(Oc4ccccc4)cc3oc2=O)c1F,RAF proto-oncogene serine/threonine-protein kinase,Homo sapiens,P04049,IC50,IC50,1,2014,2014,7.68,7.68,0.0
CHEMBL3263999,CHEMBL3587,1,CNS(=O)(=O)Nc1nccc(Cc2c(C)c3ccc(Oc4ccccc4)cc3oc2=O)c1F,Dual specificity mitogen-activated protein kinase kinase 1,Homo sapiens,Q02750,IC50,IC50,1,2014,2014,7.12,7.12,0.0
CHEMBL3264000,CHEMBL1906,1,CNS(=O)(=O)Nc1nccc(Cc2c(C)c3ccc(Oc4ccccn4)cc3oc2=O)c1F,RAF proto-oncogene serine/threonine-protein kinase,Homo sapiens,P04049,IC50,IC50,1,2014,2014,7.09,7.09,0.0
CHEMBL3264000,CHEMBL3587,1,CNS(=O)(=O)Nc1nccc(Cc2c(C)c3ccc(Oc4ccccn4)cc3oc2=O)c1F,Dual specificity mitogen-activated protein kinase kinase 1,Homo sapiens,Q02750,IC50,IC50,1,2014,2014,6.72,6.72,0.0
