target_chembl_id,record_count,unique_compounds,target_name,target_organism,uniprot_accession,endpoint_types,dominant_endpoint,endpoint_homogeneity,doi_count,year_min,year_max,pchembl_min,pchembl_max,pchembl_range
CHEMBL2275,2,2,Sorbitol dehydrogenase,Homo sapiens,Q9UMD6,IC50,IC50,1.0,1,2010,2010,4.08,4.15,0.07
CHEMBL2283,2,2,Carbonic anhydrase 2,Bos taurus,Q865Y7,IC50,IC50,1.0,1,2014,2014,4.87,4.95,0.08
CHEMBL2362978,2,2,DNA repair protein RAD52 homolog,Homo sapiens,Q9Y5T9,AC50,AC50,1.0,0,,,4.57,4.72,0.15
CHEMBL238,2,2,Sodium-dependent dopamine transporter,Homo sapiens,Q14996,IC50; AC50,IC50,0.5,2,2018,2023,4.74,6.82,2.08
CHEMBL2424,2,2,Lactoylglutathione lyase,Homo sapiens,Q96J41,IC50,IC50,1.0,1,2020,2020,4.72,4.75,0.03
CHEMBL246,2,2,Beta-3 adrenergic receptor,Homo sapiens,Q4JFT4,Kd,Kd,1.0,1,2023,2023,5.59,5.93,0.34
CHEMBL2484,2,2,Acetylcholine receptor subunit epsilon,Homo sapiens,Q04844,IC50,IC50,1.0,1,2019,2019,7.57,8.22,0.65
CHEMBL2563,2,2,Histone deacetylase 5,Homo sapiens,Q9UQL6,IC50,IC50,1.0,1,2010,2010,5.52,5.88,0.36
CHEMBL2637,2,2,Mitogen-activated protein kinase 10,Homo sapiens,Q49AP1,IC50,IC50,1.0,0,,,4.26,4.49,0.23
CHEMBL2688,2,2,Hexokinase-1,Homo sapiens,Q9NNZ5,EC50,EC50,1.0,0,,,4.43,4.66,0.23
CHEMBL2716,2,2,Histone deacetylase 7,Homo sapiens,Q9UFU7,IC50,IC50,1.0,1,2010,2010,5.89,6.11,0.22
CHEMBL2731,2,2,Galanin receptor type 3,Homo sapiens,Q53YJ4,IC50,IC50,1.0,0,,,4.89,5.24,0.35
CHEMBL2954,2,2,Cathepsin S,Homo sapiens,Q9BUG3,Ki,Ki,1.0,1,2012,2012,5.08,6.12,1.04
CHEMBL308,2,2,Cyclin-dependent kinase 1,Homo sapiens,P06493,Ki; IC50,Ki,0.5,2,2020,2024,5.34,9.46,4.12
CHEMBL3155,2,2,5-hydroxytryptamine receptor 7,Homo sapiens,Q5VX03,Ki,Ki,1.0,1,2020,2020,7.37,7.58,0.21
CHEMBL3192,2,2,Histone deacetylase 8,Homo sapiens,Q9NYH4,IC50,IC50,1.0,2,2011,2014,4.55,6.26,1.71
CHEMBL3201,2,2,Aryl hydrocarbon receptor,Homo sapiens,Q13804,EC50,EC50,1.0,0,,,5.47,5.49,0.02
CHEMBL3212,2,2,Vitamin K epoxide reductase complex subunit 1,Bos taurus,Q6B4J2,IC50,IC50,1.0,1,2005,2005,6.0,7.4,1.4
CHEMBL3223,2,2,5-hydroxytryptamine receptor 7,Rattus norvegicus,P97936,Ki,Ki,1.0,1,2001,2001,5.83,6.55,0.72
CHEMBL3317339,2,2,Polymerase basic protein 2,Influenza A virus (strain A/Puerto Rico/8/1934 H1N1),Q8JUU8,Kd,Kd,1.0,2,2018,2021,5.44,6.96,1.52
CHEMBL338,2,2,Sodium-dependent dopamine transporter,Rattus norvegicus,P23977,IC50,IC50,1.0,1,2016,2016,7.16,8.0,0.84
CHEMBL3403,2,2,Butyrylcholinesterase,Rattus norvegicus,Q9JKC1,IC50,IC50,1.0,1,1998,1998,7.19,8.44,1.25
CHEMBL3468,2,2,Caspase-7,Homo sapiens,Q96BA0,AC50; EC50,AC50,0.5,0,,,4.22,4.7,0.48
CHEMBL3524,2,2,Histone deacetylase 4,Homo sapiens,Q9UND6,IC50,IC50,1.0,1,2010,2010,5.93,6.19,0.26
CHEMBL3658,2,2,Tubulin alpha chain,Sus scrofa,P02550,IC50,IC50,1.0,1,2004,2004,4.52,5.0,0.48
CHEMBL3720,2,2,ATP-citrate synthase,Homo sapiens,Q9BRL0,IC50,IC50,1.0,1,2017,2017,4.92,5.39,0.47
CHEMBL3784,2,2,Histone acetyltransferase p300,Homo sapiens,Q09472,IC50,IC50,1.0,2,2015,2022,6.58,7.32,0.74
CHEMBL3797020,2,2,Lectin,Burkholderia cenocepacia (strain ATCC BAA-245 / DSM 16553 / LMG 16656/ NCTC 13227 / J2315 / CF5610) (Burkholderia cepacia (strain J2315)),B4EH87,IC50,IC50,1.0,1,2016,2016,4.84,5.13,0.29
CHEMBL3869,2,2,Matrix metalloproteinase-14,Homo sapiens,Q92678,IC50; Ki,IC50,0.5,2,1999,2012,4.29,6.66,2.37
CHEMBL3922,2,2,Methionine aminopeptidase 2,Homo sapiens,Q8NB11,IC50,IC50,1.0,0,2018,2018,6.4,6.72,0.32
CHEMBL3979,2,2,Peroxisome proliferator-activated receptor delta,Homo sapiens,Q9BUD4,IC50,IC50,1.0,1,2006,2006,5.49,6.87,1.38
CHEMBL4036,2,2,Cyclin-dependent kinase 5,Homo sapiens,Q00535,IC50,IC50,1.0,1,2022,2022,5.57,6.14,0.57
CHEMBL4105758,2,2,Butyrophilin subfamily 3 member A1,Homo sapiens,Q9HCY1,EC50,EC50,1.0,1,2021,2021,7.92,8.1,0.18
CHEMBL4105939,2,2,Polyketide synthase Pks13,Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),I6X8D2,IC50,IC50,1.0,1,2022,2022,5.81,5.89,0.08
CHEMBL4145,2,2,Histone deacetylase 9,Homo sapiens,Q9UKV0,IC50,IC50,1.0,1,2010,2010,5.63,5.99,0.36
CHEMBL4241,2,2,Squalene monooxygenase,Rattus norvegicus,Q4V8L3,IC50,IC50,1.0,1,2001,2001,4.7,5.7,1.0
CHEMBL4261,2,2,Hypoxia-inducible factor 1-alpha,Homo sapiens,Q9UPB1,IC50,IC50,1.0,1,2021,2021,6.82,7.1,0.28
CHEMBL4343,2,2,DNA polymerase beta,Rattus norvegicus,Q4G081,IC50,IC50,1.0,1,2004,2004,4.02,4.65,0.63
CHEMBL4358,2,2,Polyunsaturated fatty acid lipoxygenase ALOX15,Oryctolagus cuniculus,P12530,IC50,IC50,1.0,1,2007,2007,4.78,4.82,0.04
CHEMBL4450,2,2,UDP-galactopyranose mutase,Mycobacterium tuberculosis,Q7D4U3,AC50,AC50,1.0,0,,,4.2,4.97,0.77
CHEMBL4477,2,2,Metabotropic glutamate receptor 1,Rattus norvegicus,P23385,IC50,IC50,1.0,1,2009,2009,4.62,4.62,0.0
CHEMBL4481,2,2,"Nitric oxide synthase, inducible",Homo sapiens,Q9UD42,EC50,EC50,1.0,1,2009,2009,5.7,6.08,0.38
CHEMBL4662,2,2,Proteasome Macropain subunit MB1,Homo sapiens,Q9TNN9,IC50,IC50,1.0,1,2019,2019,5.97,6.66,0.69
CHEMBL4685,2,2,"Indoleamine 2,3-dioxygenase 1",Homo sapiens,Q540B4,IC50,IC50,1.0,2,2012,2017,4.65,4.7,0.05
CHEMBL4729,2,2,Cytochrome P450 2B6,Homo sapiens,Q9UK46,Ki; IC50,Ki,0.5,1,2005,2022,4.06,5.28,1.22
CHEMBL4869,2,2,Major prion protein,Homo sapiens,Q9UP19,IC50,IC50,1.0,0,,,5.04,5.08,0.04
CHEMBL4999,2,2,Aldo-keto reductase family 1 member C4,Homo sapiens,Q9NS54,IC50,IC50,1.0,1,2017,2017,6.09,6.46,0.37
CHEMBL5281,2,2,Cytochrome P450 2E1,Homo sapiens,Q9UK47,Ki; IC50,Ki,0.5,2,2005,2009,4.4,5.3,0.9
CHEMBL5407,2,2,Serine/threonine-protein kinase pim-3,Homo sapiens,Q86V86,IC50; Ki,IC50,0.5,1,2023,2023,5.8,6.47,0.67
CHEMBL5460,2,2,Heat shock 70 kDa protein 1A,Homo sapiens,Q9UQM0,IC50,IC50,1.0,1,2023,2023,4.6,6.12,1.52
CHEMBL5465386,2,2,Metallo-beta-lactamase type 2,Bacteria,C7C422,Ki,Ki,1.0,0,2020,2020,4.0,4.26,0.26
CHEMBL5533,2,2,Transcription factor p65,Homo sapiens,Q04206,IC50,IC50,1.0,2,2018,2020,5.8,8.22,2.42
CHEMBL5661,2,2,Exportin-1,Homo sapiens,Q99433,IC50,IC50,1.0,1,2010,2010,5.19,5.8,0.61
CHEMBL6065,2,2,Dihydrofolate reductase,Mycobacterium tuberculosis,P9WNX1,IC50,IC50,1.0,1,2018,2018,5.87,6.09,0.22
CHEMBL6187,2,2,MecA,Staphylococcus aureus,Q7DHH4,Kd,Kd,1.0,1,2021,2021,4.06,6.58,2.52
CHEMBL5485,10,1,D-amino-acid oxidase,Homo sapiens,Q8N6R2,Ki; IC50; Kd,Ki,0.4,2,2013,2013,5.2,7.89,2.69
CHEMBL5347,6,1,Glucose-6-phosphate 1-dehydrogenase,Homo sapiens,Q96PQ2,Ki; Kd; IC50,Ki,0.6667,1,2021,2021,5.0,5.92,0.92
CHEMBL2189117,5,1,Polycomb protein EED,Homo sapiens,O75530,Kd,Kd,1.0,5,2020,2022,5.55,5.55,0.0
CHEMBL1781862,3,1,Calmodulin-domain protein kinase 1,Toxoplasma gondii,Q9BJF5,IC50,IC50,1.0,1,2014,2018,7.5,7.5,0.0
CHEMBL4523345,3,1,Bifunctional arginine demethylase and lysyl-hydroxylase JMJD6,Homo sapiens,Q9Y4E2,IC50,IC50,1.0,1,2019,2019,4.99,6.66,1.67
CHEMBL5933,3,1,NAD-dependent protein deacetylase HST2,Saccharomyces cerevisiae S288c,P53686,Ki; IC50,Ki,0.6667,1,2009,2009,5.19,5.92,0.73
CHEMBL1287617,2,1,UDP-glucuronosyltransferase 1A1,Homo sapiens,P22309,IC50,IC50,1.0,1,2011,2011,4.0,4.0,0.0
CHEMBL1628477,2,1,Acid-sensing ion channel 1,Homo sapiens,Q96CV2,IC50,IC50,1.0,1,2015,2015,5.13,7.56,2.43
CHEMBL1697668,2,1,Solute carrier organic anion transporter family member 1B1,Homo sapiens,Q9Y6L6,Ki; IC50,Ki,0.5,1,2013,2013,5.97,6.23,0.26
CHEMBL1741161,2,1,Acyl-homoserine lactone acylase PvdQ,Pseudomonas aeruginosa (strain LESB58),Q9I194,AC50,AC50,1.0,0,,,4.62,5.06,0.44
CHEMBL1743121,2,1,Solute carrier organic anion transporter family member 1B3,Homo sapiens,Q9NPD5,Ki; IC50,Ki,0.5,1,2013,2013,6.13,6.25,0.12
CHEMBL1795096,2,1,Endoribonuclease toxin MazF,Escherichia coli K-12,Q2MA50,EC50,EC50,1.0,0,,,4.05,4.56,0.51
CHEMBL2193,2,1,Arylsulfatase A,Homo sapiens,Q96CJ0,IC50; Kd,IC50,0.5,1,2021,2021,4.68,4.88,0.2
CHEMBL2331053,2,1,"6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 3",Homo sapiens,Q5VX19,Ki; IC50,Ki,0.5,1,2020,2020,6.74,7.03,0.29
CHEMBL2889,2,1,Tyrosine-protein phosphatase non-receptor type 22,Homo sapiens,Q9Y2R2,IC50,IC50,1.0,0,,,5.03,5.07,0.04
CHEMBL3203,2,1,4-hydroxyphenylpyruvate dioxygenase,Sus scrofa,Q02110,IC50,IC50,1.0,2,2002,2017,6.96,6.96,0.0
CHEMBL3268,2,1,Phosphatidylinositol 4-kinase beta,Homo sapiens,Q9UBF8,Kd; IC50,Kd,0.5,1,2017,2017,7.12,7.68,0.56
CHEMBL3429,2,1,Steroid hormone receptor ERR1,Homo sapiens,Q14514,IC50,IC50,1.0,1,2013,2013,6.94,7.0,0.06
CHEMBL3542436,2,1,Cytochrome P450 2A13,Homo sapiens,Q9H2X2,Ki; Kd,Ki,0.5,1,2012,2012,5.8,7.4,1.6
CHEMBL3925,2,1,17-beta-hydroxysteroid-dehydrogenase,Cochliobolus lunatus,O93874,IC50,IC50,1.0,1,2004,2004,5.1,5.57,0.47
CHEMBL3974,2,1,Proteinase-activated receptor 1,Homo sapiens,Q9BUN4,IC50,IC50,1.0,1,1996,1996,4.66,5.36,0.7
CHEMBL4295885,2,1,Tyrosinase,Danio rerio,Q8AYA1,IC50,IC50,1.0,1,2017,2017,4.04,4.38,0.34
CHEMBL4305,2,1,Intermediate conductance calcium-activated potassium channel protein 4,Homo sapiens,Q53XR4,IC50; EC50,IC50,0.5,1,2006,2009,5.0,5.0,0.0
CHEMBL4461,2,1,"NAD-dependent protein deacetylase sirtuin-3, mitochondrial",Homo sapiens,Q9Y6E8,Kd; IC50,Kd,0.5,1,2024,2024,4.12,5.41,1.29
CHEMBL4630859,2,1,Sialin,Homo sapiens,Q9UGH0,IC50; Ki,IC50,0.5,1,2020,2020,5.11,5.62,0.51
CHEMBL4894,2,1,Galanin receptor type 1,Homo sapiens,Q4VBL7,Ki; Kd,Ki,0.5,2,2008,2010,4.92,4.93,0.01
CHEMBL5542,2,1,DNA polymerase eta,Homo sapiens,Q9Y253,IC50,IC50,1.0,2,2016,2023,7.21,7.21,0.0
CHEMBL6144,2,1,G protein-coupled receptor kinase 6,Homo sapiens,Q13652,IC50,IC50,1.0,0,2014,2019,5.14,5.14,0.0
CHEMBL1075093,1,1,Farnesyl pyrophosphate synthase,Rattus norvegicus,Q6GT82,Kd,Kd,1.0,1,2020,2020,4.27,4.27,0.0
CHEMBL1075145,1,1,Transitional endoplasmic reticulum ATPase,Homo sapiens,P55072,IC50,IC50,1.0,0,,,4.68,4.68,0.0
CHEMBL1075189,1,1,Pyruvate kinase PKM,Homo sapiens,Q9UPF2,IC50,IC50,1.0,0,2014,2014,4.16,4.16,0.0
CHEMBL1075282,1,1,Dual specificity protein kinase CLK3,Mus musculus,Q8C1V1,IC50,IC50,1.0,1,2013,2013,6.82,6.82,0.0
CHEMBL1169598,1,1,Polymerase acidic protein,Influenza A virus (A/Puerto Rico/8/1934(H1N1)),Q8JUU6,IC50,IC50,1.0,1,2019,2019,6.3,6.3,0.0
CHEMBL1275219,1,1,Glucosylceramidase,Bos taurus,Q2KHZ8,Ki,Ki,1.0,1,2010,2010,4.5,4.5,0.0
CHEMBL1275223,1,1,Heat shock cognate 71 kDa protein,Homo sapiens,Q9H3R6,IC50,IC50,1.0,0,,,4.0,4.0,0.0
CHEMBL1293203,1,1,Major prion protein,Mesocricetus auratus,P04273,Kd,Kd,1.0,1,2017,2017,4.33,4.33,0.0
CHEMBL1293239,1,1,Bcl-2-related protein A1,Mus musculus,Q07440,IC50,IC50,1.0,0,,,6.26,6.26,0.0
CHEMBL1293243,1,1,Mucolipin-3,Homo sapiens,Q9NV09,EC50,EC50,1.0,0,,,5.34,5.34,0.0
CHEMBL1293258,1,1,Mothers against decapentaplegic homolog 3,Homo sapiens,P84022,IC50,IC50,1.0,0,,,6.85,6.85,0.0
CHEMBL1293269,1,1,NS3,Hepatitis C virus,A3EZJ3,IC50,IC50,1.0,0,,,5.64,5.64,0.0
CHEMBL1293281,1,1,Epstein-Barr nuclear antigen 1,Epstein-Barr virus (strain B95-8) (HHV-4) (Human herpesvirus 4),Q777E1,IC50,IC50,1.0,0,,,5.28,5.28,0.0
CHEMBL1293287,1,1,Insulin-degrading enzyme,Homo sapiens,Q5T5N2,IC50,IC50,1.0,0,,,5.37,5.37,0.0
CHEMBL1293293,1,1,Neuropeptides B/W receptor type 1,Homo sapiens,Q6NTC7,IC50,IC50,1.0,0,,,4.53,4.53,0.0
CHEMBL1293296,1,1,14-3-3 protein gamma,Homo sapiens,Q9UN99,IC50,IC50,1.0,0,,,4.34,4.34,0.0
CHEMBL1293297,1,1,Bifunctional protein GlmU,Mycobacterium tuberculosis,Q7D8Z8,IC50,IC50,1.0,0,,,4.26,4.26,0.0
CHEMBL1293308,1,1,Likely tRNA 2'-phosphotransferase,Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast),Q5A7N4,IC50,IC50,1.0,0,,,6.27,6.27,0.0
CHEMBL1628468,1,1,Transient receptor potential cation channel subfamily M member 5,Homo sapiens,Q9NZQ8,EC50,EC50,1.0,1,2022,2022,4.57,4.57,0.0
CHEMBL1641347,1,1,Solute carrier family 22 member 6,Homo sapiens,Q9UEQ8,IC50,IC50,1.0,1,2005,2005,6.57,6.57,0.0
CHEMBL1667698,1,1,Telomere resolvase ResT,Borrelia burgdorferi (strain ATCC 35210 / B31 / CIP 102532 / DSM4680),O50979,IC50,IC50,1.0,1,2009,2009,5.06,5.06,0.0
CHEMBL1671608,1,1,Galectin-4,Homo sapiens,P56470,Kd,Kd,1.0,1,2016,2016,4.39,4.39,0.0
CHEMBL1741172,1,1,Large ribosomal subunit protein eL19A,Saccharomyces cerevisiae S288c,P0CX82,EC50,EC50,1.0,0,,,5.95,5.95,0.0
CHEMBL1741176,1,1,X-box-binding protein 1,Homo sapiens,Q96BD7,IC50,IC50,1.0,0,,,6.8,6.8,0.0
CHEMBL1741186,1,1,Nuclear receptor ROR-gamma,Homo sapiens,P51449,EC50,EC50,1.0,0,2017,2017,5.8,5.8,0.0
CHEMBL1741203,1,1,Scavenger receptor class B member 1,Mus musculus,Q9CWJ7,AC50,AC50,1.0,0,,,4.3,4.3,0.0
CHEMBL1743122,1,1,Solute carrier family 22 member 2,Homo sapiens,Q9NQB9,IC50,IC50,1.0,1,2023,2023,4.76,4.76,0.0
CHEMBL1743542,1,1,Cytochrome P450 2B4,Oryctolagus cuniculus,P00178,Ki,Ki,1.0,1,2005,2005,5.55,5.55,0.0
CHEMBL1772932,1,1,Mitotic checkpoint serine/threonine-protein kinase BUB1,Homo sapiens,Q53QE4,IC50,IC50,1.0,0,2019,2019,7.54,7.54,0.0
CHEMBL1781865,1,1,Endoplasmic reticulum chaperone BiP,Homo sapiens,Q9UK02,IC50,IC50,1.0,1,2023,2023,5.18,5.18,0.0
CHEMBL1795140,1,1,Transmembrane protease serine 2,Homo sapiens,Q9BXX1,IC50,IC50,1.0,1,2024,2024,8.38,8.38,0.0
CHEMBL1812,1,1,Pancreatic triacylglycerol lipase,Homo sapiens,Q5VSQ2,IC50,IC50,1.0,1,2023,2023,5.55,5.55,0.0
CHEMBL1829,1,1,Histone deacetylase 3,Homo sapiens,Q9UEV0,IC50,IC50,1.0,1,2014,2014,4.92,4.92,0.0
CHEMBL1838,1,1,Chromaffin granule amine transporter,Homo sapiens,Q9BRE4,EC50,EC50,1.0,1,2022,2022,5.7,5.7,0.0
CHEMBL1868,1,1,Vascular endothelial growth factor receptor 1,Homo sapiens,Q12954,IC50,IC50,1.0,1,2007,2007,4.71,4.71,0.0
CHEMBL1870,1,1,Retinoic acid receptor RXR-beta,Homo sapiens,Q5STQ1,EC50,EC50,1.0,1,2018,2018,4.38,4.38,0.0
CHEMBL1893,1,1,Synaptic vesicular amine transporter,Homo sapiens,Q9H3P6,EC50,EC50,1.0,1,2022,2022,5.45,5.45,0.0
CHEMBL1904,1,1,"Glutamate receptor ionotropic, NMDA 2B",Homo sapiens,Q9UM56,IC50,IC50,1.0,1,2018,2018,4.05,4.05,0.0
CHEMBL1937,1,1,Histone deacetylase 2,Homo sapiens,Q92769,IC50,IC50,1.0,1,2014,2014,4.48,4.48,0.0
CHEMBL1955,1,1,Vascular endothelial growth factor receptor 3,Homo sapiens,Q86W08,IC50,IC50,1.0,1,2012,2012,5.81,5.81,0.0
CHEMBL1957,1,1,Insulin-like growth factor 1 receptor,Homo sapiens,Q9UCC0,IC50,IC50,1.0,1,2012,2012,6.6,6.6,0.0
CHEMBL1972,1,1,"Glutamate receptor ionotropic, NMDA 2A",Homo sapiens,Q17RZ6,IC50,IC50,1.0,1,2018,2018,4.73,4.73,0.0
CHEMBL1981,1,1,Insulin receptor,Homo sapiens,P06213,IC50,IC50,1.0,1,2012,2012,6.47,6.47,0.0
CHEMBL1993,1,1,DNA (cytosine-5)-methyltransferase 1,Homo sapiens,Q9UMZ6,IC50,IC50,1.0,0,,,5.12,5.12,0.0
CHEMBL2004,1,1,Retinoic acid receptor RXR-gamma,Homo sapiens,Q6IBU7,EC50,EC50,1.0,1,2018,2018,4.29,4.29,0.0
CHEMBL2007625,1,1,Isocitrate dehydrogenase [NADP] cytoplasmic,Homo sapiens,Q9UKW8,IC50,IC50,1.0,0,2017,2017,6.26,6.26,0.0
CHEMBL2047,1,1,Bile acid receptor,Homo sapiens,Q96RI1,EC50,EC50,1.0,1,2015,2015,6.34,6.34,0.0
CHEMBL2062348,1,1,Heat shock-related 70 kDa protein 2,Homo sapiens,Q9UE78,IC50,IC50,1.0,1,2023,2023,4.6,4.6,0.0
CHEMBL2073682,1,1,ATP-binding cassette sub-family C member 3,Rattus norvegicus,O88563,Ki,Ki,1.0,1,2002,2002,4.11,4.11,0.0
CHEMBL2079849,1,1,Serine protease hepsin,Homo sapiens,P05981,IC50,IC50,1.0,0,2015,2015,6.01,6.01,0.0
CHEMBL2146304,1,1,DNA damage-inducible transcript 3 protein,Mus musculus,Q91YW9,IC50,IC50,1.0,0,,,6.8,6.8,0.0
CHEMBL2150835,1,1,Enoyl-[acyl-carrier-protein] reductase [NADH],Francisella tularensis subsp. tularensis (strain SCHU S4 / Schu 4),Q5NGQ3,IC50,IC50,1.0,1,2013,2013,4.33,4.33,0.0
CHEMBL2176778,1,1,Protein mono-ADP-ribosyltransferase PARP15,Homo sapiens,Q8N1K3,IC50,IC50,1.0,1,2022,2022,6.01,6.01,0.0
CHEMBL2176863,1,1,Uncharacterized protein,Sus scrofa,I3LIR5,Ki,Ki,1.0,1,2010,2010,4.55,4.55,0.0
CHEMBL2179,1,1,Lysosomal acid glucosylceramidase,Homo sapiens,Q9UMJ8,Ki,Ki,1.0,1,2001,2001,8.92,8.92,0.0
CHEMBL2185,1,1,Aurora kinase B,Homo sapiens,Q9UQ46,IC50,IC50,1.0,1,2012,2012,5.6,5.6,0.0
CHEMBL222,1,1,Sodium-dependent noradrenaline transporter,Homo sapiens,Q96KH8,IC50,IC50,1.0,1,2018,2018,8.0,8.0,0.0
CHEMBL2232,1,1,Proprotein convertase subtilisin/kexin type 7,Homo sapiens,Q9UL57,IC50,IC50,1.0,1,2011,2011,5.89,5.89,0.0
CHEMBL2251,1,1,Phosphatidylinositol 4-kinase type 2-alpha,Homo sapiens,Q9NSG8,IC50,IC50,1.0,1,2022,2022,5.84,5.84,0.0
CHEMBL228,1,1,Sodium-dependent serotonin transporter,Homo sapiens,Q5EE02,IC50,IC50,1.0,1,2018,2018,9.14,9.14,0.0
CHEMBL231,1,1,Histamine H1 receptor,Homo sapiens,Q6P9E5,Ki,Ki,1.0,1,2021,2021,5.95,5.95,0.0
CHEMBL2369,1,1,Small conductance calcium-activated potassium channel protein 1,Homo sapiens,Q92952,EC50,EC50,1.0,0,2006,2006,5.3,5.3,0.0
CHEMBL2390811,1,1,Thioredoxin reductase,Mycobacterium tuberculosis,P9WHH1,IC50,IC50,1.0,1,2013,2013,4.0,4.0,0.0
CHEMBL2409,1,1,Bifunctional epoxide hydrolase 2,Homo sapiens,P34913,IC50,IC50,1.0,1,2014,2014,4.68,4.68,0.0
CHEMBL2424504,1,1,Lysine-specific demethylase 5A,Homo sapiens,Q86XZ1,IC50,IC50,1.0,1,2022,2022,7.62,7.62,0.0
CHEMBL2424510,1,1,E3 ubiquitin-protein ligase UHRF1,Homo sapiens,Q9P1U7,IC50,IC50,1.0,0,,,4.57,4.57,0.0
CHEMBL2424511,1,1,3-oxoacyl-(Acyl-carrier protein) reductase,Plasmodium falciparum (isolate 3D7),Q8I2S7,IC50,IC50,1.0,1,2013,2013,4.0,4.0,0.0
CHEMBL244,1,1,Coagulation factor X,Homo sapiens,P00742,Ki,Ki,1.0,1,2023,2023,4.88,4.88,0.0
CHEMBL248,1,1,Neutrophil elastase,Homo sapiens,Q6LDP5,Ki,Ki,1.0,1,1995,1995,10.05,10.05,0.0
CHEMBL2499,1,1,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",Mus musculus,Q0VGQ5,IC50,IC50,1.0,1,2009,2009,5.52,5.52,0.0
CHEMBL2535,1,1,"Solute carrier family 2, facilitated glucose transporter member 1",Homo sapiens,Q147X2,IC50,IC50,1.0,1,,,4.63,4.63,0.0
CHEMBL254,1,1,"3',5'-cyclic-AMP phosphodiesterase 4A",Homo sapiens,Q9H3H2,AC50,AC50,1.0,1,2023,2023,5.94,5.94,0.0
CHEMBL265,1,1,D(1A) dopamine receptor,Rattus norvegicus,P21669,Ki,Ki,1.0,1,2008,2008,5.85,5.85,0.0
CHEMBL2695,1,1,Focal adhesion kinase 1,Homo sapiens,Q9UD85,IC50,IC50,1.0,1,2012,2012,5.51,5.51,0.0
CHEMBL2730,1,1,Protein-glutamine gamma-glutamyltransferase,Homo sapiens,Q9UH35,Ki,Ki,1.0,1,2017,2017,4.95,4.95,0.0
CHEMBL274,1,1,C-C chemokine receptor type 5,Homo sapiens,Q9UPA4,IC50,IC50,1.0,1,2017,2017,5.89,5.89,0.0
CHEMBL2773,1,1,Potassium voltage-gated channel subfamily A member 7,Homo sapiens,Q9BYS4,EC50,EC50,1.0,0,2006,2006,7.01,7.01,0.0
CHEMBL2820,1,1,Coagulation factor XI,Homo sapiens,Q9Y495,Ki,Ki,1.0,1,2023,2023,5.06,5.06,0.0
CHEMBL283,1,1,Stromelysin-1,Homo sapiens,Q6GRF8,IC50,IC50,1.0,1,2010,2010,5.06,5.06,0.0
CHEMBL2964,1,1,Dual specificity mitogen-activated protein kinase kinase 2,Homo sapiens,P36507,Kd,Kd,1.0,1,2017,2017,7.43,7.43,0.0
CHEMBL2971,1,1,Tyrosine-protein kinase JAK2,Homo sapiens,O60674,IC50,IC50,1.0,0,,,5.07,5.07,0.0
CHEMBL3019,1,1,Cytochrome P450 3A5,Homo sapiens,Q9HB56,Ki,Ki,1.0,1,2005,2005,4.7,4.7,0.0
CHEMBL3024,1,1,Serine/threonine-protein kinase PLK1,Homo sapiens,P53350,IC50,IC50,1.0,1,2012,2012,5.48,5.48,0.0
CHEMBL3048,1,1,Nitric oxide synthase 1,Rattus norvegicus,P29476,IC50,IC50,1.0,1,2011,2011,6.07,6.07,0.0
CHEMBL3050,1,1,Amine oxidase [flavin-containing] B,Mus musculus,Q8C0B2,IC50,IC50,1.0,1,2013,2013,4.54,4.54,0.0
CHEMBL3085613,1,1,DNA gyrase subunit B,Mycobacterium smegmatis,Q59555,IC50,IC50,1.0,1,2022,2022,6.36,6.36,0.0
CHEMBL3091,1,1,Sortilin,Homo sapiens,Q99523,IC50,IC50,1.0,1,2014,2014,5.4,5.4,0.0
CHEMBL3091269,1,1,NAD(P)H dehydrogenase [quinone] 1,Rattus norvegicus,Q63478,Ki,Ki,1.0,1,2018,2018,9.0,9.0,0.0
CHEMBL3116,1,1,Cyclin-dependent kinase 9,Homo sapiens,Q96TF1,IC50,IC50,1.0,1,2024,2024,6.42,6.42,0.0
CHEMBL3166,1,1,Tyrosine-protein phosphatase non-receptor type 6,Homo sapiens,Q9UK67,IC50,IC50,1.0,1,2020,2020,6.89,6.89,0.0
CHEMBL3176,1,1,Galanin receptor type 2,Homo sapiens,Q32MN8,Kd,Kd,1.0,1,2008,2008,4.62,4.62,0.0
CHEMBL3236,1,1,Tyrosine-protein phosphatase non-receptor type 12,Homo sapiens,Q86XU4,IC50,IC50,1.0,1,2020,2020,6.89,6.89,0.0
CHEMBL3243,1,1,Receptor-type tyrosine-protein phosphatase C,Homo sapiens,X6R433,IC50,IC50,1.0,1,2020,2020,5.96,5.96,0.0
CHEMBL327,1,1,Alpha-2A adrenergic receptor,Rattus norvegicus,P22909,Ki,Ki,1.0,1,1999,1999,5.57,5.57,0.0
CHEMBL3275,1,1,NAD-dependent histone deacetylase SIR2,Saccharomyces cerevisiae S288c,P06700,IC50,IC50,1.0,1,2004,2004,4.07,4.07,0.0
CHEMBL3305,1,1,Sex hormone-binding globulin,Homo sapiens,Q6ISD2,Kd,Kd,1.0,1,2008,2008,5.66,5.66,0.0
