compound_id,UMAP1,UMAP2
CHEMBL3622013,2.5137825,5.0614843
CHEMBL4848404,-1.0293247,8.338311
CHEMBL2314427,13.162181,4.0660763
CHEMBL4557277,16.093784,5.2135425
CHEMBL4592118,5.7841563,-9.671763
CHEMBL239483,13.156796,1.3415848
CHEMBL2178441,2.2875786,2.5431652
CHEMBL4079848,7.713849,0.018804992
CHEMBL4778607,14.013902,1.1329534
CHEMBL3545708,1.4828087,4.324703
CHEMBL4635429,15.28997,1.7591901
CHEMBL4635480,13.843161,1.6990879
CHEMBL4452340,15.830145,2.1862156
CHEMBL3586576,1.4917774,3.4572737
CHEMBL3736060,11.230383,5.314038
CHEMBL4459084,6.442942,7.099419
CHEMBL4082622,22.395514,-4.778
CHEMBL352395,7.8238626,8.270811
CHEMBL1462636,13.148763,1.8785204
CHEMBL5619680,11.829334,1.201626
CHEMBL3622010,2.4930649,5.0387306
CHEMBL1309782,12.589431,1.6245099
CHEMBL3427394,6.0680842,11.461248
CHEMBL1258869,11.753175,7.8065205
CHEMBL4099702,11.1512985,-8.884754
CHEMBL4518471,4.257165,10.862792
CHEMBL1400243,3.77497,0.8807147
CHEMBL4552685,10.414747,4.301931
CHEMBL607137,16.3482,-2.4132848
CHEMBL4165622,7.565764,14.623341
CHEMBL3623669,15.957011,4.1981096
CHEMBL3629813,15.662533,0.32605058
CHEMBL4208757,11.085312,4.5512166
CHEMBL4285172,12.8792,9.440779
CHEMBL4876151,10.605275,3.913977
CHEMBL3937217,9.247066,-1.4532385
CHEMBL4860280,10.799601,3.6906996
CHEMBL5182136,20.2869,-7.272795
CHEMBL5962980,5.801867,2.9930232
CHEMBL4096323,12.391956,2.9567182
CHEMBL3087898,13.754535,3.0875177
CHEMBL4086849,12.886505,-7.119462
CHEMBL3417295,0.8925899,15.596238
CHEMBL1172750,6.366311,2.0739882
CHEMBL5088259,3.371744,5.3249593
CHEMBL3735254,11.24531,5.196418
CHEMBL4069839,8.457657,-7.727465
CHEMBL3331339,-1.672761,3.8155901
CHEMBL50703,5.746323,3.965119
CHEMBL2177252,-1.4875525,5.8612676
CHEMBL266473,1.0179955,-3.2337468
CHEMBL1650702,12.241613,2.00033
CHEMBL212578,14.601733,3.18739
CHEMBL3629467,15.659776,0.3269379
CHEMBL2181550,-1.1354455,5.826669
CHEMBL107488,1.9499741,3.2554166
CHEMBL4163570,17.839785,12.864342
CHEMBL1447279,3.6438918,3.4371624
CHEMBL243263,8.38197,-0.11333603
CHEMBL3410728,13.296906,2.6768878
CHEMBL5079544,2.2616096,1.6475167
CHEMBL5185240,20.286901,-7.2728105
CHEMBL4634082,15.405766,1.8450551
CHEMBL3787196,11.854546,7.7101374
CHEMBL2178457,2.4692316,6.3163195
CHEMBL1938470,6.327022,2.1009567
CHEMBL4642359,4.21752,1.5673014
CHEMBL569415,6.3477235,7.897753
CHEMBL1957180,5.96931,0.25611937
CHEMBL4759897,-4.090449,-0.5984
CHEMBL4790017,3.664211,3.4272463
CHEMBL3360731,11.3076515,5.0842857
CHEMBL4104094,7.785794,0.06670113
CHEMBL3957520,12.990828,3.4425197
CHEMBL4633922,3.7923987,6.621823
CHEMBL2206125,18.020868,3.3039196
CHEMBL4470947,5.783964,-9.67662
CHEMBL4128424,3.386076,2.545364
CHEMBL4078343,5.6551456,-0.9999852
CHEMBL4097867,3.0235949,2.0524733
CHEMBL244415,12.736352,4.5007486
CHEMBL4797003,11.678582,4.479323
CHEMBL4576916,3.3907819,6.305119
CHEMBL4451925,4.2557964,10.868355
CHEMBL198591,13.08151,6.1281805
CHEMBL56918,7.342206,0.552342
CHEMBL3261201,12.82071,2.6375556
CHEMBL1288534,8.1603155,1.285058
CHEMBL1487004,6.925039,8.021633
CHEMBL4546647,5.784319,-9.673279
CHEMBL108697,2.0125253,3.2109113
CHEMBL383592,0.14562617,10.65292
CHEMBL5094348,1.5615925,3.4175313
CHEMBL4520209,11.656178,7.9187984
CHEMBL4786536,7.227521,7.7748275
CHEMBL4175605,4.878646,2.5444827
CHEMBL3093990,3.0731637,1.1569237
CHEMBL4078408,8.449528,-7.7236404
CHEMBL1501269,6.4826293,4.5473695
CHEMBL4855805,3.8942208,4.5938797
CHEMBL5178058,7.675611,14.690823
CHEMBL3746981,-6.631371,8.495121
CHEMBL3739747,11.72357,4.4418736
CHEMBL3427408,6.041073,11.450183
CHEMBL4646565,15.387534,1.8272306
CHEMBL2178432,2.754753,2.910399
CHEMBL2178980,3.1546087,2.5664186
CHEMBL3099016,6.2153826,5.0116725
CHEMBL3092183,11.24166,14.399612
CHEMBL3326698,-3.356163,0.29973397
CHEMBL3356692,11.031651,4.9169707
CHEMBL3318732,15.619182,0.34125513
CHEMBL2070828,6.6576905,6.3111763
CHEMBL4753411,-4.0489216,-0.55693895
CHEMBL4748014,-4.0851164,-0.592107
CHEMBL4754375,-4.001387,-0.51005447
CHEMBL1830801,11.107779,2.4521067
CHEMBL5583649,8.557455,0.7301785
CHEMBL4169349,6.879065,7.363564
CHEMBL3326701,-3.3610365,0.29475972
CHEMBL2391488,1.533578,15.699669
CHEMBL4167366,-1.6408095,3.8128984
CHEMBL3585361,1.5122567,3.4184175
CHEMBL3786734,11.806213,7.749386
CHEMBL3586583,1.5405731,3.4177032
CHEMBL1957185,7.905448,0.31156585
CHEMBL3586608,2.3249166,1.6590644
CHEMBL2391483,1.4176222,15.746684
CHEMBL5218778,23.597466,-6.802731
CHEMBL5632581,12.007125,1.2171067
CHEMBL3121781,10.679226,0.43130234
CHEMBL4639488,15.438908,1.8710278
CHEMBL4853160,5.7094703,20.69391
CHEMBL4865705,5.6867666,20.717918
CHEMBL1946918,5.253097,6.924209
CHEMBL4465651,6.3846526,6.0521054
CHEMBL5532453,8.684727,-0.25034073
CHEMBL4287173,12.965672,9.520507
CHEMBL3629471,15.667351,0.31553903
CHEMBL3322158,-3.4371035,0.037630156
CHEMBL2387258,4.3780727,-1.4767588
CHEMBL3360630,4.010165,12.044892
CHEMBL3764790,12.7830925,2.746665
CHEMBL2408083,24.32272,4.432666
CHEMBL2322549,3.8147328,6.720175
CHEMBL5288759,6.3124223,8.439045
CHEMBL5087976,4.608991,1.4894854
CHEMBL2178983,2.828573,2.9093273
CHEMBL4764288,13.902172,1.2171389
CHEMBL5287344,8.236616,0.92468613
CHEMBL4756231,13.963332,1.1807396
CHEMBL5590449,7.824714,0.029447088
CHEMBL5598352,7.8431926,0.051089626
CHEMBL2391653,1.4463512,15.739333
CHEMBL4060097,12.880778,-7.122101
CHEMBL4441397,11.379883,-8.67905
CHEMBL4537564,11.31111,-8.750431
CHEMBL4283662,7.5781946,-0.47868937
CHEMBL571283,6.270718,8.121387
CHEMBL5563945,15.338132,-0.8225926
CHEMBL3297796,12.965083,1.6382387
CHEMBL3297791,12.920845,1.6172134
CHEMBL3359944,2.5439963,0.9224249
CHEMBL4102277,2.484092,4.30784
CHEMBL3926174,13.584408,0.9582598
CHEMBL4277211,12.859092,9.423137
CHEMBL4290523,12.962076,9.518425
CHEMBL3265265,5.9887857,-8.416483
CHEMBL3356686,11.06171,4.8545403
CHEMBL3356687,6.8304663,7.1115265
CHEMBL1520373,3.1510525,5.3552585
CHEMBL4746620,3.6663933,0.74607575
CHEMBL5568708,13.419073,1.7607158
CHEMBL4747317,8.817351,-0.20763816
CHEMBL4762423,8.806882,-0.19866271
CHEMBL4743602,3.6538289,3.4598944
CHEMBL5575791,8.615839,0.7443848
CHEMBL5563085,9.301362,0.876693
CHEMBL4097542,7.748729,0.03615153
CHEMBL1531320,14.118024,1.8794117
CHEMBL5550030,3.6470559,3.7969017
CHEMBL4170974,7.6215086,14.639178
CHEMBL591811,5.3600955,6.1884937
CHEMBL1835810,9.568782,-1.1711148
CHEMBL4295030,12.975253,9.531576
CHEMBL4278818,12.824353,9.390152
CHEMBL5268456,8.261934,0.05552516
CHEMBL4638045,5.5987206,3.8514857
CHEMBL4448759,4.1691294,10.997752
CHEMBL2268532,7.87289,0.29844737
CHEMBL4293973,12.861721,9.425562
CHEMBL4290571,12.881748,9.444231
CHEMBL4514364,2.4884465,1.6465045
CHEMBL2114285,6.980022,8.873421
CHEMBL4559221,0.071817964,4.678769
CHEMBL3427389,6.072379,11.46114
CHEMBL3931242,1.8011336,4.882957
CHEMBL3359946,2.739211,0.9002807
CHEMBL4781507,16.460457,4.7454743
CHEMBL4206927,-4.522392,6.4632487
CHEMBL369452,3.3286488,8.916976
CHEMBL3335052,5.068323,-1.3809841
CHEMBL2425856,13.402875,-6.895696
CHEMBL3335057,1.2395251,3.5881808
CHEMBL4562275,5.0896506,-3.4716465
CHEMBL5560339,15.336446,-0.81528753
CHEMBL4856916,11.853486,3.043407
CHEMBL4870213,12.171224,2.8413055
CHEMBL2387238,3.580269,-1.6579378
CHEMBL200198,11.680268,4.401047
CHEMBL3622016,2.519443,5.07473
CHEMBL3235997,7.5074806,1.8105873
CHEMBL4764162,-4.0964317,-0.6038989
CHEMBL4458187,5.7776933,-9.458201
CHEMBL4849400,-2.636934,5.3166857
CHEMBL4870551,-1.2052821,-5.7789803
CHEMBL4168368,3.5219073,6.431274
CHEMBL333828,13.865713,2.3565884
CHEMBL4090473,3.0948474,5.458055
CHEMBL3939561,9.524296,-1.9562399
CHEMBL1782745,7.308466,-0.23684993
CHEMBL3977424,5.1759396,9.649761
CHEMBL1383420,3.8983848,-2.7885015
CHEMBL4063405,7.7302256,0.025721556
CHEMBL4069089,7.7195263,0.0029682964
CHEMBL4097725,6.058621,7.1784043
CHEMBL4583024,11.358798,-8.702394
CHEMBL3121783,3.2710733,2.044396
CHEMBL3121777,10.692133,0.44701928
CHEMBL3359956,8.846517,11.091121
CHEMBL4451013,4.26944,10.849273
CHEMBL2391487,1.5356212,15.696882
CHEMBL3086063,10.9404545,14.66507
CHEMBL4079043,22.386086,-4.766974
CHEMBL1275897,2.6819117,21.413443
CHEMBL1275893,2.6542892,21.439697
CHEMBL2425857,13.41433,-6.887496
CHEMBL5633426,15.639188,4.247329
CHEMBL80556,6.9424014,9.102338
CHEMBL4854056,4.0356727,3.951692
CHEMBL4779600,-4.0419936,-0.5498331
CHEMBL122531,7.616093,-1.0023341
CHEMBL2376885,12.6927395,0.347567
CHEMBL4465361,11.382282,-8.685348
CHEMBL3623675,15.858685,4.37362
CHEMBL3891045,9.131115,-1.0860528
CHEMBL4081898,5.545699,6.3012056
CHEMBL4082196,5.579437,6.3185453
CHEMBL4437630,14.01195,3.3463612
CHEMBL3905250,12.992902,3.4674838
CHEMBL4086218,5.18974,-1.0416709
CHEMBL3818036,10.4475765,4.835663
CHEMBL4171465,17.827196,12.849824
CHEMBL1275899,2.675083,21.418463
CHEMBL330966,8.188062,-0.39150396
CHEMBL1275898,2.7094567,21.384987
CHEMBL2018200,3.839536,5.927586
CHEMBL4467368,8.8727255,-0.49222568
CHEMBL1275843,2.70219,21.393227
CHEMBL4470789,0.060799256,4.6704288
CHEMBL3819591,8.490138,-7.763311
CHEMBL4872970,5.8146343,20.588999
CHEMBL3410710,13.234133,2.6102538
CHEMBL5403431,8.240684,0.49338698
CHEMBL1390792,3.7862737,2.4925272
CHEMBL4635250,6.9574456,8.880465
CHEMBL1835836,9.236199,-1.4142925
CHEMBL4529750,6.940406,-3.3748548
CHEMBL4069985,7.6181545,14.630847
CHEMBL1506329,20.143187,2.1870263
CHEMBL145374,3.8892112,1.8760557
CHEMBL4215550,3.872666,-2.843363
CHEMBL559624,5.905267,0.11226674
CHEMBL3133849,-9.126706,6.9360204
CHEMBL513034,-1.1257378,5.836064
CHEMBL5069986,4.1788983,5.3533454
CHEMBL5590525,15.9646,4.283295
CHEMBL1456931,3.998615,5.4200773
CHEMBL4072433,2.5185263,3.8550432
CHEMBL1419637,6.3938627,4.4451795
CHEMBL4791933,3.9340398,3.617933
CHEMBL402991,11.705237,-0.36617666
CHEMBL5583585,2.615646,3.033131
CHEMBL4083422,6.439731,8.59208
CHEMBL4460238,5.7781687,-9.422037
CHEMBL3927855,1.628018,-1.4080597
CHEMBL4648584,10.106872,4.2095447
CHEMBL4796953,16.322168,4.9254327
CHEMBL1830799,12.262405,2.5591266
CHEMBL5194087,6.308799,6.5718336
CHEMBL4850480,-1.0796362,8.303577
CHEMBL3297794,13.153253,1.5771997
CHEMBL575931,2.5198705,1.123293
CHEMBL1397449,4.3345594,5.585162
CHEMBL569406,6.3225336,7.9192095
CHEMBL3133851,-9.126637,6.936095
CHEMBL3612304,2.6249416,5.22605
CHEMBL3133846,-9.126624,6.936084
CHEMBL1420535,3.2290645,5.278931
CHEMBL5433796,6.3270345,8.179069
CHEMBL5435578,6.756701,8.013738
CHEMBL182831,6.660204,7.442305
CHEMBL2387259,4.4129887,-1.3551296
CHEMBL4848196,5.8950143,0.03543986
CHEMBL1830830,13.114962,1.3306726
CHEMBL4762927,3.6258655,3.4493034
CHEMBL175890,3.8317907,3.2233007
CHEMBL2408085,24.3111,4.4215217
CHEMBL2408079,24.312904,4.422691
CHEMBL3086075,10.975596,14.638044
CHEMBL3086078,11.183021,14.453266
CHEMBL576116,6.254159,8.114692
CHEMBL3956598,13.013373,3.4659576
CHEMBL5218919,23.514458,-6.7191324
CHEMBL4090835,8.472621,-7.7442417
CHEMBL3360629,4.0046015,12.041909
CHEMBL3326703,14.763117,13.438489
CHEMBL4074339,12.664622,1.018756
CHEMBL4076698,12.436982,1.1605657
CHEMBL602474,16.326878,-2.42794
CHEMBL5220375,0.33721474,3.5529544
CHEMBL494632,12.650685,1.500773
CHEMBL3787387,3.4882605,2.34646
CHEMBL1384282,4.4467945,5.9138565
CHEMBL333057,8.165986,-0.5037977
CHEMBL6015318,8.651407,-0.2816305
CHEMBL3696483,4.50416,-1.6958554
CHEMBL3746565,-6.6501756,8.514114
CHEMBL2426556,11.687885,4.41614
CHEMBL2426552,11.562645,4.31826
CHEMBL1333924,7.9319153,0.44691676
CHEMBL1587018,12.136538,2.114874
CHEMBL3623325,4.1780434,2.775375
CHEMBL2326855,11.404039,1.6733974
CHEMBL3121793,10.846253,0.97902685
CHEMBL4796869,-4.0304494,-0.5391203
CHEMBL4129984,13.580361,1.3288281
CHEMBL2158359,5.66172,0.28001124
CHEMBL4470695,10.931768,2.2553859
CHEMBL4745129,7.560478,0.64243555
CHEMBL2390982,5.843915,-0.24812546
CHEMBL4472017,7.794416,0.0644722
CHEMBL4165930,5.8490214,3.7738457
CHEMBL4096344,11.113401,-8.908081
CHEMBL4080152,2.4022238,4.291995
CHEMBL4093774,23.292109,11.86404
CHEMBL4101742,5.069074,4.4692054
CHEMBL4128053,3.846726,-2.8578594
CHEMBL4291530,7.568347,-0.48266372
CHEMBL4076002,22.37452,-4.7554927
CHEMBL4079816,12.327253,3.3739839
CHEMBL4087225,5.066399,4.467103
CHEMBL4128298,13.142814,1.3432994
CHEMBL3623674,15.891464,4.351777
CHEMBL206406,6.381815,6.083892
CHEMBL1341350,12.971768,1.4145635
CHEMBL590376,4.6307697,3.7550294
CHEMBL4746453,8.834471,-0.23907164
CHEMBL3805601,13.092267,6.498868
CHEMBL1301353,3.5063999,6.551445
CHEMBL1494387,3.5804758,6.6016145
CHEMBL380720,5.691011,6.2609015
CHEMBL607808,4.6413474,3.7109241
CHEMBL590129,4.642702,3.7668574
CHEMBL248922,12.962998,4.714045
CHEMBL4218045,11.220774,4.599492
CHEMBL4643271,4.169288,1.6008968
CHEMBL4085211,12.318061,3.3468108
CHEMBL585024,13.039099,5.773138
CHEMBL5394126,7.7475514,-0.6786818
CHEMBL529210,7.6265287,1.9795586
CHEMBL1242213,13.013187,2.0109172
CHEMBL4541579,4.327885,2.2002246
CHEMBL223929,7.7008753,-0.7110602
CHEMBL4798303,3.6101775,0.8003337
CHEMBL5401344,6.2765956,-2.1453996
CHEMBL238297,7.2266603,8.609353
CHEMBL4648322,13.3650465,3.637006
CHEMBL4129198,3.432562,2.499598
CHEMBL1448291,12.934707,0.82128835
CHEMBL381622,6.4337115,6.1293783
CHEMBL4171790,-1.6427656,3.8106623
CHEMBL4167848,12.372559,1.9360099
CHEMBL4466035,5.175747,-3.5775042
CHEMBL3094016,2.8823562,0.7312257
CHEMBL5596294,7.8139424,0.046942465
CHEMBL4082922,7.6987143,-0.019098962
CHEMBL5596856,4.0926933,1.6314119
CHEMBL3121785,10.719868,0.45424786
CHEMBL3121865,10.711694,0.44304106
CHEMBL1947108,5.264176,6.982172
CHEMBL1947110,5.2429914,6.9403524
CHEMBL4858765,10.826017,3.6621516
CHEMBL149463,13.08807,1.6031275
CHEMBL402030,11.740419,-0.6820164
CHEMBL5407516,5.432779,3.9133477
CHEMBL2387261,4.218934,-1.4133068
CHEMBL2349225,2.9201696,-7.019939
CHEMBL4869248,10.860852,3.6492522
CHEMBL5281344,4.486665,2.9480038
CHEMBL1830833,13.084268,1.2806789
CHEMBL5523449,15.334772,-0.8329237
CHEMBL1835828,9.121716,-1.0598301
CHEMBL593427,5.533509,6.2785797
CHEMBL4760876,-4.110929,-0.6186057
CHEMBL4073902,12.277635,3.3802502
CHEMBL4547392,5.882993,-0.087564126
CHEMBL4294180,7.5584846,-0.47605947
CHEMBL1481360,6.497431,8.583415
CHEMBL1560033,6.272127,4.4194527
CHEMBL4760259,8.840624,-0.24622191
CHEMBL4449161,8.524462,-0.9823955
CHEMBL4093346,14.8675785,2.4126692
CHEMBL2393497,5.8219476,-0.18375874
CHEMBL4796382,2.5264351,2.3591008
CHEMBL1830828,11.341469,1.7848287
CHEMBL4167207,4.2555737,10.832204
CHEMBL502858,12.777136,0.98309714
CHEMBL2387226,4.4347196,-1.7032114
CHEMBL203340,6.3416243,6.133838
CHEMBL4279918,12.898111,9.461077
CHEMBL4580037,15.816867,2.1521585
CHEMBL3629807,15.670596,0.32864332
CHEMBL4800041,5.104157,3.1711917
CHEMBL4522440,15.800249,2.1731634
CHEMBL3986431,3.6875665,3.401036
CHEMBL454614,13.811135,2.327368
CHEMBL4217589,12.40906,1.757889
CHEMBL4092206,14.0301695,1.8053627
CHEMBL2387256,4.417062,-1.3597963
CHEMBL2381324,2.5242553,5.0457354
CHEMBL4062467,11.719381,4.467521
CHEMBL5918318,5.813337,2.9946012
CHEMBL3143301,13.23072,1.2158
CHEMBL3094038,2.7593908,1.1284734
CHEMBL4634075,15.411569,1.8444216
CHEMBL3327248,14.754357,13.422676
CHEMBL3286726,5.6798086,-0.71347785
CHEMBL2178460,2.5039437,6.2907653
CHEMBL3094025,2.5549974,0.9767596
CHEMBL3972306,15.931724,4.8966174
CHEMBL3601438,6.0245633,3.3843477
CHEMBL4583269,16.086441,5.2391176
CHEMBL5561433,15.324957,-0.80116904
CHEMBL4290781,7.5614743,-0.47789866
CHEMBL145292,2.089566,3.398603
CHEMBL5597948,14.147322,2.606527
CHEMBL1382813,6.5199046,4.5853987
CHEMBL232230,6.9256225,8.817835
CHEMBL4442992,16.029442,4.8765492
CHEMBL1457600,2.739912,6.401404
CHEMBL4092954,12.315797,3.3824954
CHEMBL4474935,7.059419,-3.4091277
CHEMBL4098383,23.291594,11.862681
CHEMBL1452114,20.215832,2.2562528
CHEMBL1527922,3.1557565,2.4877906
CHEMBL253710,11.733459,-0.6393737
CHEMBL1782746,7.297017,-0.22324018
CHEMBL402459,6.9810357,8.734091
CHEMBL1700729,2.2912877,3.5097644
CHEMBL1331120,13.028865,5.833886
CHEMBL156692,7.4340706,0.68518484
CHEMBL2205576,18.036108,3.3182802
CHEMBL4206008,10.577674,4.292206
CHEMBL276076,2.0734568,3.1728623
CHEMBL4558078,4.035987,4.159586
CHEMBL4854325,-2.6389124,5.3161116
CHEMBL4519239,8.522354,-0.6344416
CHEMBL4645323,3.8459048,5.9503284
CHEMBL2391479,1.4982455,15.719468
CHEMBL3092181,11.081522,14.545921
CHEMBL4073153,2.4450974,4.2290754
CHEMBL5085564,22.410557,-4.8034286
CHEMBL5074785,2.5289865,6.72886
CHEMBL4129432,3.8647118,-2.8276165
CHEMBL5594963,2.3831286,3.3384953
CHEMBL5087488,4.6077776,1.4843391
CHEMBL4070018,6.754831,8.795227
CHEMBL3596579,7.5284014,2.193352
CHEMBL4539336,5.196766,-3.593732
CHEMBL2322555,3.8337522,6.774578
CHEMBL4568961,5.788259,-0.054385874
CHEMBL3264675,16.041515,4.326324
CHEMBL5413502,5.6378007,4.658237
CHEMBL4744108,3.5140035,0.7938829
CHEMBL3427409,6.009555,11.489201
CHEMBL3427411,6.1337595,11.539783
CHEMBL2387743,-1.0541314,5.960451
CHEMBL3747030,-6.6346374,8.499179
CHEMBL2442514,10.987947,1.2272087
CHEMBL4077330,5.0434303,4.480059
CHEMBL3120693,4.460413,-1.7209367
CHEMBL3827432,0.3364236,3.55473
CHEMBL5567569,16.404123,4.688174
CHEMBL3094020,2.9064987,0.70533204
CHEMBL123031,7.5982494,-0.99829704
CHEMBL5570926,2.6679444,2.1000435
CHEMBL5564140,2.7000573,2.1113293
CHEMBL5568690,2.7342694,2.1797266
CHEMBL5266810,-2.2061412,-2.8485508
CHEMBL5286544,-2.2432933,-2.8849123
CHEMBL3237500,13.446778,1.5892287
CHEMBL3966564,3.0541022,2.0509229
CHEMBL4208341,-4.5142875,6.45599
CHEMBL177279,3.3037746,8.932732
CHEMBL523874,12.693488,1.0010567
CHEMBL4747834,-4.1244926,-0.6321789
CHEMBL4524609,16.094545,5.2175736
CHEMBL4456509,16.103642,5.2400813
CHEMBL4443546,16.101074,5.0792356
CHEMBL1394720,3.7892053,6.6304927
CHEMBL1543423,13.767791,1.2654239
CHEMBL4474051,5.7841854,-9.679263
CHEMBL2205574,17.982716,3.2948697
CHEMBL1409809,12.576234,5.677142
CHEMBL5594378,8.84535,-0.2240432
CHEMBL4174424,-1.6363857,3.8303652
CHEMBL4176917,7.614303,14.628474
CHEMBL4093683,12.212042,3.2179298
CHEMBL4062531,12.310311,3.4128308
CHEMBL3086062,10.99173,14.615072
CHEMBL202112,5.2301955,3.0769517
CHEMBL3120691,4.366638,-1.899831
CHEMBL1328027,3.8399854,5.9626985
CHEMBL570570,6.125585,7.9643545
CHEMBL5574397,6.2589097,2.1243424
CHEMBL4082300,2.117523,3.23696
CHEMBL1830797,12.693177,2.6980588
CHEMBL4634418,4.104123,0.2592914
CHEMBL4641535,4.1171236,0.24655844
CHEMBL268492,4.706911,3.199326
CHEMBL1399519,6.505396,4.5460224
CHEMBL4466331,2.5475764,6.7394695
CHEMBL4293826,12.902165,9.46348
CHEMBL4293165,12.909111,9.472446
CHEMBL1477983,6.278226,4.762663
CHEMBL3262900,8.182733,0.2707925
CHEMBL1405092,20.20225,2.245542
CHEMBL1370010,5.6668725,4.258074
CHEMBL3236000,7.518,2.0448353
CHEMBL1688902,8.699768,10.939566
CHEMBL4648527,13.680595,1.6611941
CHEMBL3545713,1.2844796,4.443524
CHEMBL2393507,5.8449917,-0.21820123
CHEMBL572233,11.237113,4.9149756
CHEMBL1688900,8.877797,11.123313
CHEMBL36517,5.301754,-1.6577033
CHEMBL3612749,3.9258997,4.5018764
CHEMBL1835328,11.164575,5.202173
CHEMBL5283267,12.462417,2.1678681
CHEMBL2206124,18.034754,3.3018436
CHEMBL575093,2.556669,0.90817595
CHEMBL2334350,7.574,1.9280047
CHEMBL1324820,4.646674,3.696324
CHEMBL3265270,5.9301677,-8.456626
CHEMBL469768,13.164245,1.0559484
CHEMBL4466838,12.002171,2.154516
CHEMBL5434276,8.244123,0.4903149
CHEMBL2178435,3.150328,2.5706508
CHEMBL80972,6.939799,9.129644
CHEMBL3975017,9.00189,-0.91082656
CHEMBL3936738,9.020906,-0.9270617
CHEMBL4447887,3.5311592,8.73613
CHEMBL5289073,6.5386686,1.0719199
CHEMBL3417294,0.8377446,15.548335
CHEMBL3335021,1.4106807,4.378185
CHEMBL3265264,5.9582386,-8.422324
CHEMBL3545701,1.4047233,4.405305
CHEMBL4761710,11.730444,4.472537
CHEMBL2334004,7.5620947,1.9309512
CHEMBL2334355,10.417084,9.949814
CHEMBL1835233,11.141996,4.8869967
CHEMBL4855577,13.623643,3.0838418
CHEMBL1777845,10.753288,4.572448
CHEMBL5395261,5.6259637,4.7115207
CHEMBL5433421,5.6378303,4.6332808
CHEMBL5436279,5.635754,4.6774883
CHEMBL438977,6.3861237,6.085796
CHEMBL3286947,5.620244,-0.6631666
CHEMBL5633706,12.029581,1.309955
CHEMBL1650554,12.081652,1.9835634
CHEMBL3586585,8.852692,0.40580937
CHEMBL488917,6.548658,2.3661535
CHEMBL2425827,-1.2610838,-5.724811
CHEMBL4539659,6.9475927,-3.3620956
CHEMBL4642069,3.2131917,2.372378
CHEMBL381617,14.539979,3.1920848
CHEMBL266928,1.0241961,-3.2254312
CHEMBL3116210,8.035108,1.1357708
CHEMBL122485,5.283116,9.470123
CHEMBL124419,5.2720246,9.482562
CHEMBL256769,5.569385,7.1262407
CHEMBL1782747,7.3036346,-0.23616907
CHEMBL3577296,11.122513,2.3970883
CHEMBL444596,8.164803,-0.51325935
CHEMBL3740871,12.04719,6.184211
CHEMBL2273029,8.217949,0.085245095
CHEMBL2115267,6.97295,8.869827
CHEMBL470017,-1.0560131,5.9658046
CHEMBL145403,4.6165433,1.4786761
CHEMBL2321901,2.5001757,1.0935855
CHEMBL3628489,4.297211,2.8447638
CHEMBL87446,11.795029,1.376977
CHEMBL574859,2.6808307,1.5747728
CHEMBL600196,16.32447,-2.4413974
CHEMBL12580,4.3374805,2.8875022
CHEMBL2177809,2.3432796,3.6909053
CHEMBL2178442,2.2522151,2.5907874
CHEMBL145217,2.0949447,3.112922
CHEMBL1098016,7.615687,2.315008
CHEMBL3286946,5.609884,-0.69058365
CHEMBL3918464,1.7810963,4.86485
CHEMBL51681,4.4227433,-1.4024391
CHEMBL603104,15.962796,-2.3733113
CHEMBL1083623,3.2931137,8.984937
CHEMBL3899148,1.631355,-1.4093454
CHEMBL3967878,5.165728,9.666848
CHEMBL4647439,10.029911,4.183478
CHEMBL123030,7.5759115,-1.0175029
CHEMBL244624,12.715781,4.544394
CHEMBL3806054,13.10054,6.511711
CHEMBL3084436,10.944972,2.4712923
CHEMBL4218830,3.9630287,-2.6987977
CHEMBL3735242,11.193422,5.3359323
CHEMBL3734880,11.236231,5.267425
CHEMBL4100903,7.7606573,-0.0010399902
CHEMBL4096350,7.7436175,0.037818767
CHEMBL3966957,9.23147,-1.5034959
CHEMBL3909527,1.7859781,4.859254
CHEMBL78493,7.024299,8.797886
CHEMBL5555311,13.294584,11.616517
CHEMBL5555276,8.731106,-0.20186165
CHEMBL2335190,7.7098303,2.4768198
CHEMBL4282511,6.9337096,7.9726048
CHEMBL3121790,7.821191,0.22347781
CHEMBL2177807,2.5103576,6.2729354
CHEMBL3092195,11.370774,14.276814
CHEMBL3360638,4.010856,12.044411
CHEMBL3963020,14.16996,2.6671104
CHEMBL3403693,-5.520926,12.200826
CHEMBL2048083,6.97925,7.7712646
CHEMBL3938469,9.526933,-1.9619584
CHEMBL3975572,9.504827,-1.9358236
CHEMBL4068704,14.147951,1.8957613
CHEMBL4099477,8.422935,-7.697598
CHEMBL4078971,3.1341214,5.4686265
CHEMBL5565590,13.546892,1.5993639
CHEMBL4441456,7.077082,-3.394549
CHEMBL4456665,7.25332,-3.1859329
CHEMBL1506625,3.8502243,6.5565534
CHEMBL1944663,5.2625546,6.9516525
CHEMBL458867,10.535444,0.077713914
CHEMBL409739,7.245347,8.590968
CHEMBL409439,7.2626963,8.609758
CHEMBL1822046,7.6796675,2.5176365
CHEMBL519426,6.777144,2.2899413
CHEMBL403060,14.387156,18.337364
CHEMBL196527,7.4856453,2.7619343
CHEMBL1580543,10.381266,4.2419767
CHEMBL1835229,11.311194,5.1043763
CHEMBL4062779,14.137236,1.8753685
CHEMBL3086073,10.97008,14.64453
